x,z,cp
-1.8610252e-06,5.614104e-05,0.6197989
-5.06208e-06,0.0005365277,0.5854628
2.003208e-05,0.001111807,0.5425373
7.90326e-05,0.001734729,0.4921224
0.0001804838,0.00240973,0.433523
0.00033171,0.003137448,0.366655
0.0005430932,0.003916836,0.2884716
0.0008343578,0.004742603,0.2041524
0.001212144,0.005614092,0.1227326
0.001682278,0.006530461,0.04307213
0.002246175,0.007492284,-0.04695277
0.002924388,0.008491729,-0.1468601
0.003732857,0.009521931,-0.2355549
0.004669603,0.01058618,-0.3106924
0.005741161,0.01168419,-0.3913778
0.00697128,0.01280606,-0.4703974
0.008365178,0.01396064,-0.5314911
0.009926916,0.01515867,-0.594905
0.01168381,0.01636947,-0.6603964
0.01364376,0.01760891,-0.7075063
0.01581798,0.01890157,-0.7552856
0.01823382,0.02019509,-0.8016401
0.02090305,0.02152215,-0.8301897
0.02384528,0.0228852,-0.8509242
0.02708383,0.02427782,-0.8639314
0.03063495,0.02571198,-0.8715476
0.0345277,0.0271907,-0.8798886
0.03878679,0.02870065,-0.8866644
0.04344197,0.03025886,-0.8913012
0.04852235,0.03187089,-0.8974474
0.05405326,0.03351205,-0.9041052
0.06007158,0.03519298,-0.9072854
0.06660677,0.03692379,-0.908135
0.07369763,0.03868956,-0.9076493
0.08137807,0.04049907,-0.9045741
0.0896787,0.04236048,-0.9028313
0.09864718,0.04424944,-0.9025435
0.1083087,0.04616405,-0.900418
0.118706,0.04810285,-0.8957984
0.1298607,0.05007614,-0.8912616
0.1418115,0.05205158,-0.8874546
0.1545929,0.05404622,-0.8839762
0.1682329,0.05604952,-0.8833953
0.1827477,0.05803752,-0.8851072
0.1981555,0.05998596,-0.8856782
0.2144686,0.06190599,-0.8838527
0.2316927,0.06379007,-0.8806058
0.2498221,0.0656059,-0.8742736
0.2688411,0.06733936,-0.8616877
0.2887316,0.06898488,-0.8424234
0.3094592,0.07053005,-0.8188551
0.3309852,0.07195726,-0.7943757
0.3532584,0.07323966,-0.7715699
0.3762188,0.07435889,-0.7516563
0.3997947,0.0752881,-0.7341556
0.4239061,0.07600381,-0.7166879
0.4484663,0.07648391,-0.696384
0.4733775,0.07671226,-0.6712871
0.4985366,0.07668391,-0.6414287
0.5238351,0.07639494,-0.6082374
0.5491619,0.07584974,-0.5734296
0.5744041,0.0750601,-0.5383138
0.5994522,0.07404391,-0.5041502
0.6241999,0.07278408,-0.4699982
0.6485564,0.07130553,-0.4337461
0.6724297,0.06962405,-0.3952737
0.6957432,0.06774429,-0.354911
0.7184164,0.06568711,-0.3117669
0.7403722,0.06355035,-0.2680199
0.7615714,0.06134551,-0.225969
0.7819481,0.05923361,-0.1890079
0.8014717,0.05721817,-0.1612702
0.8201017,0.05526186,-0.138634
0.8378469,0.05341009,-0.1182997
0.8546879,0.05161149,-0.09952835
0.8706225,0.04987831,-0.08038034
0.8856693,0.04821506,-0.06281438
0.8998498,0.04658541,-0.04411572
0.9131718,0.04508774,-0.02600679
0.9256723,0.04365524,-0.01195072
0.9373683,0.04224559,0.002200854
0.9482042,0.04082769,0.01910469
