x,z
-1.296993e-06,-7.9441765e-05
2.246909e-05,0.0004960272
7.277695e-05,0.001025473
0.0001570708,0.00160154
0.0002820353,0.002225939
0.0004552811,0.002899899
0.000685539,0.003622757
0.000989885,0.004391189
0.001379011,0.005202245
0.001858449,0.006056029
0.002430586,0.006953161
0.003108397,0.007887649
0.003912515,0.008851034
0.004846248,0.009845851
0.005908653,0.01087701
0.00712388,0.01193229
0.008503675,0.01300989
0.01004965,0.01411957
0.01178205,0.01525245
0.01371821,0.0164048
0.01586487,0.0175882
0.01824617,0.01879171
0.02087897,0.02001806
0.02377793,0.02127703
0.0269708,0.02255689
0.03047497,0.0238697
0.03431801,0.02520917
0.03852431,0.02658047
0.04312142,0.02798509
0.04813938,0.02942154
0.05360835,0.03089261
0.05956163,0.0323951
0.06603298,0.03392854
0.07305749,0.03549108
0.08067176,0.0370789
0.08891196,0.03869109
0.09781594,0.04032131
0.1074204,0.04196639
0.117762,0.04362029
0.1288764,0.04527544
0.1407972,0.04692438
0.1535559,0.0485562
0.1671807,0.05015824
0.1816956,0.05171633
0.1971193,0.05321783
0.2134647,0.05464538
0.2307382,0.05597961
0.2489379,0.05719831
0.2680538,0.05827804
0.2880663,0.05920055
0.3089455,0.05995003
0.3306516,0.06050155
0.3531341,0.06083081
0.3763314,0.06091776
0.4001717,0.06074699
0.4245733,0.06031018
0.4494453,0.05960111
0.4746891,0.05861083
0.5001986,0.05733101
0.525863,0.05575636
0.5515676,0.05389024
0.5771971,0.05174691
0.6026381,0.04934716
0.6277828,0.04670946
0.6525289,0.0438597
0.6767813,0.04082831
0.7004525,0.03764754
0.7234638,0.0343552
0.7457464,0.03101806
0.7672423,0.02775936
0.7879042,0.02464597
0.8076953,0.02169442
0.8265894,0.01889914
0.8445701,0.01624611
0.86163,0.01371877
0.8777694,0.01129742
0.8929962,0.008965837
0.9073339,0.006756251
0.9208048,0.004669379
0.9334204,0.002623292
0.9452106,0.0006148653
0.9560901,-0.001341059
0.9648571,-0.003005808
0.9719874,-0.004430982
0.9778431,-0.005656566
0.9827,-0.006716401
0.9867689,-0.007637544
0.9901898,-0.008438157
0.9927754,-0.009061338
0.99473,-0.009543462
0.9962074,-0.009914768
0.9973244,-0.01019976
0.9981687,-0.01041804
0.998807,-0.01058488
0.9992896,-0.01071176
0.9996545,-0.01080816
0.9999304,-0.01088134
0.9999286,-0.01113887
0.9999269,-0.0113964
0.9999251,-0.01165392
0.9999233,-0.01191145
0.9999216,-0.01216898
0.9999198,-0.01242651
0.999918,-0.01268404
0.9999163,-0.01294157
0.9996349,-0.01291405
0.9992628,-0.01287792
0.9987707,-0.0128306
0.9981199,-0.01276855
0.9972591,-0.01268829
0.9961205,-0.01258432
0.9946146,-0.01245088
0.9926227,-0.01228135
0.9899878,-0.01206862
0.9865023,-0.01180623
0.9823569,-0.01152283
0.9774093,-0.01122224
0.9714452,-0.01091174
0.9641844,-0.01060821
0.9552598,-0.01033759
0.9441903,-0.01014142
0.9322026,-0.01007864
0.9193869,-0.01016131
0.9057184,-0.01039903
0.8911798,-0.01089776
0.8757537,-0.0116449
0.8594279,-0.01263469
0.8421981,-0.01390548
0.8240676,-0.01550214
0.8050476,-0.01746992
0.7851583,-0.01984737
0.7644297,-0.02265173
0.7429014,-0.0258465
0.7206219,-0.02929163
0.6976485,-0.03276483
0.6740476,-0.03614146
0.6498941,-0.03932983
0.6252709,-0.04224776
0.6002685,-0.044837
0.5749831,-0.04707002
0.5495154,-0.04894974
0.5239685,-0.0505055
0.4984475,-0.05177542
0.4730574,-0.05279175
0.4479041,-0.05359346
0.4230934,-0.05422934
0.3987285,-0.05472503
0.3749078,-0.05505207
0.3517213,-0.05518629
0.329248,-0.05512416
0.3075537,-0.05487843
0.2866904,-0.05447888
0.2666976,-0.05395336
0.2476034,-0.0533058
0.2294268,-0.05252682
0.2121773,-0.05161986
0.1958562,-0.05059459
0.1804571,-0.04946441
0.1659669,-0.04824632
0.1523663,-0.0469562
0.1396314,-0.04560806
0.1277342,-0.04421464
0.1166435,-0.04278672
0.1063256,-0.04133448
0.09674487,-0.03986765
0.08786449,-0.03839527
0.07964838,-0.03691941
0.07205881,-0.03544764
0.06505995,-0.03398132
0.05861569,-0.03252444
0.05269078,-0.03108096
0.04725235,-0.02965054
0.04226673,-0.02823882
0.03770427,-0.02684409
0.03353403,-0.02547173
0.0297289,-0.02412108
0.02626291,-0.02279281
0.02310925,-0.02149189
0.02024933,-0.02021093
0.01765531,-0.01896139
0.01531286,-0.01773447
0.0132021,-0.01653277
0.01130129,-0.01536302
0.009603997,-0.01421385
0.008089165,-0.01309295
0.006740718,-0.01200415
0.005557282,-0.010938
0.004522563,-0.009899602
0.003616313,-0.008897911
0.002841095,-0.007926803
0.002192469,-0.006985232
0.001644779,-0.006083027
0.001191394,-0.00522385
0.0008296818,-0.004407295
0.0005538033,-0.003634006
0.0003479989,-0.002907163
0.000197914,-0.002230227
9.521639e-05,-0.001603727
3.230922e-05,-0.001026303
2.485935e-06,-0.0004961573
