x,z,cp
9.6505255e-06,-0.00032079138,0.623223
6.264173e-06,0.0007950201,0.5630663
5.939009e-05,0.001651478,0.511217
0.000165439,0.002569431,0.4498706
0.0003418328,0.003544,0.3769973
0.0006067097,0.004568447,0.2991673
0.0009651712,0.005654321,0.2194662
0.001419272,0.00677695,0.1333418
0.001980646,0.007943587,0.03300524
0.002666756,0.009126271,-0.06741545
0.00348864,0.01035505,-0.1520801
0.004441477,0.01162755,-0.2439232
0.005552634,0.01293361,-0.3464582
0.0068218,0.01424058,-0.4327106
0.008256947,0.01559577,-0.5097343
0.009880982,0.01697485,-0.5882083
0.01171018,0.01839127,-0.6579063
0.01374027,0.0198208,-0.7214065
0.01600462,0.02128086,-0.7763762
0.01851454,0.02277405,-0.8183549
0.02128933,0.02431575,-0.8572573
0.02434721,0.02587272,-0.8921298
0.0277076,0.0274739,-0.9204637
0.03139847,0.02910597,-0.9428635
0.03543298,0.03078968,-0.960671
0.03984615,0.0325064,-0.9763272
0.04466338,0.03426937,-0.9878066
0.04991387,0.03608427,-0.9998975
0.05562731,0.03793517,-1.011043
0.06183213,0.03983008,-1.019426
0.06856372,0.04177728,-1.028222
0.07585103,0.0437577,-1.03623
0.08373469,0.04577845,-1.041899
0.0922423,0.04783936,-1.046719
0.1014094,0.04992986,-1.049881
0.111269,0.05205933,-1.050656
0.1218543,0.05421721,-1.049445
0.1331893,0.05640895,-1.047037
0.1453121,0.05861888,-1.042985
0.1582404,0.06085062,-1.036036
0.1719967,0.06310333,-1.026674
0.1866002,0.06536678,-1.014902
0.2020613,0.06764533,-1.001204
0.2183837,0.0699189,-0.9861755
0.2355677,0.07217947,-0.97089
0.253607,0.07438668,-0.95576
0.2724873,0.07651705,-0.9398347
0.2921881,0.0785223,-0.9210256
0.3126732,0.08039066,-0.897236
0.3338998,0.08209046,-0.8679679
0.3558185,0.08361707,-0.833356
0.3783658,0.08494021,-0.7946061
0.4014712,0.08604497,-0.7535911
0.4250572,0.08692191,-0.7124772
0.4490355,0.08756429,-0.6728409
0.4733107,0.0879735,-0.6351741
0.4977811,0.08815855,-0.5993131
0.5223422,0.08812897,-0.5649454
0.5468864,0.08789815,-0.5321212
0.571308,0.0874897,-0.5016843
0.5955095,0.08689841,-0.4739218
0.6194086,0.0861018,-0.4466361
0.6429239,0.08507747,-0.4163818
0.6659663,0.08382206,-0.3814434
0.6884793,0.08233183,-0.3415013
0.710383,0.08062676,-0.2974114
0.7316086,0.07874873,-0.2506899
0.7520933,0.07683713,-0.2053039
0.7717789,0.07496431,-0.1665022
0.7906312,0.07316352,-0.1354356
