x,z,cp
3.1895547e-06,-0.00014859959,0.63582885
5.593727e-06,0.0004907748,0.5892843
3.744184e-05,0.00102335,0.5494562
0.0001020956,0.00159507,0.5022813
0.0002057524,0.002215792,0.4476436
0.0003535406,0.002876262,0.3887446
0.0005577206,0.003606387,0.3180474
0.0008357552,0.00437509,0.2393809
0.00119507,0.005195393,0.162169
0.00164513,0.006054183,0.08824431
0.002186027,0.006966016,0.01059704
0.002832125,0.007918318,-0.08195141
0.003601352,0.008896496,-0.1674158
0.004499893,0.009911899,-0.2340435
0.005526566,0.01096772,-0.3003474
0.006702635,0.01206789,-0.379281
0.00804499,0.0131791,-0.4466493
0.009548995,0.01432901,-0.4959879
0.01124086,0.0155193,-0.5489183
0.01313565,0.0167299,-0.5965488
0.01523884,0.01798018,-0.6355867
0.01757717,0.01925617,-0.670374
0.02016487,0.02056331,-0.6935095
0.023016,0.02192481,-0.7140506
0.02616067,0.02330849,-0.7317336
0.02961806,0.02473572,-0.7406975
0.0334099,0.02620491,-0.7496015
0.03756165,0.02771311,-0.7588734
0.04210184,0.02928496,-0.7714044
0.04706351,0.03088493,-0.781972
0.05246708,0.03252606,-0.781448
0.0583608,0.0342368,-0.7784075
0.06476785,0.03600221,-0.7778336
0.07172613,0.03782113,-0.7794889
0.07927501,0.03968019,-0.7829635
0.08744135,0.04158924,-0.7870015
0.09627573,0.0435384,-0.7912094
0.1058082,0.04553882,-0.7960321
0.1160732,0.04758388,-0.8040327
0.1271128,0.04965773,-0.8158481
0.1389552,0.0517543,-0.8305945
0.1516359,0.05383047,-0.8422248
0.1651823,0.0559086,-0.8471342
0.1796211,0.05797682,-0.8476086
0.1949683,0.06002797,-0.8459015
0.2112447,0.06204913,-0.8442029
0.2284548,0.06402192,-0.8435759
0.2465935,0.06591282,-0.8423662
0.2656517,0.0677038,-0.8374097
0.2856107,0.06937868,-0.8267875
0.3064418,0.07092772,-0.8109934
0.3281056,0.07232022,-0.7916253
0.3505507,0.07353305,-0.7701448
0.3737192,0.07454411,-0.7482233
0.397539,0.07533205,-0.7265682
0.4219297,0.07587946,-0.7045658
0.4467996,0.0761701,-0.6806726
0.4720509,0.07619149,-0.6534291
0.4975794,0.07593038,-0.6220268
0.5232733,0.07538104,-0.5864935
0.5490186,0.07454281,-0.5476126
0.5746993,0.07342709,-0.5064864
0.6002017,0.07205999,-0.4642805
0.6254112,0.07048424,-0.4232218
0.650228,0.06869831,-0.38351
0.674559,0.06673387,-0.3434049
0.6983182,0.06462425,-0.3026796
0.7214244,0.06240674,-0.2622616
0.7438059,0.06013481,-0.2220994
0.7653916,0.05795226,-0.1856001
0.7861595,0.05584257,-0.1565145
0.8060438,0.05381378,-0.1336835
0.825025,0.05185799,-0.112964
0.8430991,0.05008016,-0.0950605
0.8602476,0.04836365,-0.08082986
0.8764744,0.04671532,-0.06656903
0.8917877,0.04512343,-0.05136984
0.9062042,0.04361733,-0.03596544
0.9197587,0.04217979,-0.02273451
0.9324472,0.04075493,-0.009637439
0.9443181,0.0393368,0.006677862
0.9552691,0.0379179,0.02639325
0.9641107,0.03668158,0.04682132
0.9713017,0.03562438,0.06432271
0.9772058,0.03470965,0.07870325
0.9821043,0.03389985,0.09097653
0.9862087,0.03317915,0.1030631
0.9896657,0.0325709,0.1136168
0.9922778,0.03208641,0.1212455
0.9942528,0.03170953,0.1267203
0.9957461,0.03141802,0.1308875
0.9968734,0.03119646,0.1340875
0.997727,0.03102407,0.1357316
0.9983724,0.03089198,0.1351516
0.9988605,0.03079141,0.1398606
0.9992295,0.03071491,0.1613488
0.9995085,0.03065679,0.114481
0.9995185,0.03040318,0.08455187
0.9995286,0.03014957,0.1220892
0.9995387,0.02989595,0.123933
0.9995487,0.02964234,0.1221484
0.9995588,0.02938873,0.1343051
0.9995688,0.02913512,0.1335895
0.9995789,0.0288815,0.02478558
0.999589,0.02862789,0.1177426
0.9993066,0.0286407,0.2715934
0.9989332,0.02865738,0.2209606
0.9984394,0.02867899,0.2111147
0.9977863,0.02870705,0.2154801
0.9969226,0.0287424,0.2164135
0.9957799,0.02878774,0.2197269
0.9942693,0.02884285,0.2236557
0.9922702,0.02890482,0.2281313
0.9896257,0.02897867,0.2345041
0.9861332,0.02905752,0.2405206
0.9819792,0.02912784,0.2483424
0.9770281,0.02919595,0.2556011
0.9710541,0.02919738,0.2623268
0.9637796,0.02915352,0.2687989
0.9548518,0.02897386,0.2723652
0.9437871,0.02863161,0.2746477
0.93181,0.02810553,0.2765876
0.9190016,0.0274141,0.2791519
0.9053576,0.02651102,0.2783556
0.8908549,0.02533628,0.2735233
0.8754708,0.02386795,0.2684315
0.8592039,0.02214549,0.2622245
0.8420368,0.02010731,0.2536656
0.8239871,0.0177339,0.2441291
0.8050568,0.01500889,0.2314879
0.7852737,0.01184507,0.2115752
0.7646775,0.008196339,0.1816229
0.7432757,0.004106842,0.1428709
0.7211412,-0.000232842,0.1003368
0.6983088,-0.004656711,0.05737751
0.6748477,-0.009031346,0.01441985
0.6508246,-0.01328369,-0.02765173
0.626327,-0.01733352,-0.06657538
0.6014451,-0.02110992,-0.09835023
0.5762753,-0.02453112,-0.1214398
0.5509103,-0.02759863,-0.1374596
0.5254541,-0.03033472,-0.147634
0.5000132,-0.0327704,-0.1530131
0.4746917,-0.03493368,-0.1552533
0.4495981,-0.03685537,-0.1578195
0.4248387,-0.03858053,-0.1636852
