eta,lift
0,1.280759007
0.020000005,1.275149862
0.040000005,1.276511278
0.05999999,1.275857343
0.08000002,1.273194323
0.1,1.270600799
0.12000003,1.268996722
0.14000001,1.268058541
0.16000004,1.2665063
0.18000002,1.263496376
0.20000005,1.259359155
0.22000003,1.253730644
0.24000006,1.246514574
0.26000004,1.238403615
0.28000002,1.229043459
0.30000005,1.218700691
0.32000003,1.207739305
0.34000006,1.196370634
0.36000004,1.184685818
0.38000007,1.172826126
0.40000005,1.160841686
0.42000008,1.148547936
0.44000006,1.135789368
0.46000009,1.121919453
0.48000007,1.106718312
0.50000005,1.090160884
0.51999988,1.072489829
0.54000001,1.053553056
0.56000014,1.03343829
0.580000271,1.012356292
0.5999999,0.990382823
0.62000003,0.967546365
0.64000016,0.943868565
0.660000291,0.9193967
0.67999992,0.894204823
0.70000005,0.868239389
0.72000018,0.841351154
0.740000311,0.813441574
0.75999994,0.784512926
0.78000007,0.754184128
0.8000002,0.722480243
0.820000331,0.689233801
0.83999996,0.653990237
0.86000009,0.616453914
0.880000221,0.576419194
0.900000351,0.533227756
0.91999998,0.485804767
0.94000011,0.432287708
0.960000241,0.367243962
0.980000371,0.283410295
1,0
