eta,lift
0.000E+00,1.370E+00
2.000E-02,1.357E+00
4.000E-02,1.354E+00
6.000E-02,1.350E+00
8.000E-02,1.343E+00
1.000E-01,1.338E+00
1.200E-01,1.335E+00
1.400E-01,1.333E+00
1.600E-01,1.329E+00
1.800E-01,1.323E+00
2.000E-01,1.314E+00
2.200E-01,1.305E+00
2.400E-01,1.293E+00
2.600E-01,1.279E+00
2.800E-01,1.265E+00
3.000E-01,1.249E+00
3.200E-01,1.232E+00
3.400E-01,1.215E+00
3.600E-01,1.197E+00
3.800E-01,1.179E+00
4.000E-01,1.161E+00
4.200E-01,1.142E+00
4.400E-01,1.122E+00
4.600E-01,1.102E+00
4.800E-01,1.081E+00
5.000E-01,1.060E+00
5.200E-01,1.037E+00
5.400E-01,1.014E+00
5.600E-01,9.910E-01
5.800E-01,9.670E-01
6.000E-01,9.426E-01
6.200E-01,9.178E-01
6.400E-01,8.925E-01
6.600E-01,8.670E-01
6.800E-01,8.412E-01
7.000E-01,8.151E-01
7.200E-01,7.886E-01
7.400E-01,7.615E-01
7.600E-01,7.338E-01
7.800E-01,7.055E-01
8.000E-01,6.763E-01
8.200E-01,6.460E-01
8.400E-01,6.142E-01
8.600E-01,5.811E-01
8.800E-01,5.459E-01
9.000E-01,5.081E-01
9.200E-01,4.663E-01
9.400E-01,4.183E-01
9.600E-01,3.589E-01
9.800E-01,2.814E-01
1.000E+00,0.000E+00
