eta,twist
1.39E-20,0.154979132
0.006768508,0.189723364
0.01571986,0.150443112
0.027558023,0.0889429
0.043213993,-0.005685888
0.063919014,-0.160184996
0.08607428,-0.332371193
0.108248452,-0.462351582
0.130433654,-0.515064397
0.152621991,-0.530174449
0.174805567,-0.556956572
0.196976491,-0.596115869
0.219126891,-0.654179921
0.241248923,-0.720916449
0.263334784,-0.789328702
0.285376723,-0.8571641
0.307367049,-0.924766123
0.329298145,-0.985977066
0.351162477,-1.038109712
0.372952603,-1.086042025
0.394661186,-1.13108015
0.416280999,-1.174082528
0.43780494,-1.208354984
0.459226036,-1.245195202
0.480537453,-1.285084853
0.501732506,-1.330888231
0.522804662,-1.385802791
0.543747555,-1.445010678
0.564554984,-1.5176077
0.585220927,-1.595787518
0.605739542,-1.682620063
0.626105174,-1.772160567
0.646312361,-1.866392891
0.666355837,-1.959464574
0.686230536,-2.048093838
0.705931597,-2.131049193
0.725454366,-2.207683046
0.744794398,-2.28518099
0.763947459,-2.359563253
0.782909531,-2.433774452
0.801676808,-2.504425199
0.820245698,-2.576616811
0.838612828,-2.653311447
0.856775036,-2.726504436
0.874729378,-2.78781822
0.892473119,-2.843293101
0.91000374,-2.894373041
0.927318929,-2.945461144
0.944416585,-2.99102793
0.960159719,-3.030129285
0.971466192,-3.056299132
0.979586325,-3.074099703
0.985418079,-3.086505724
0.989606353,-3.094760594
0.992614306,-3.100126289
0.994774572,-3.103285615
0.996326041,-3.104898506
0.997440281,-3.105587315
0.998240512,-3.105831072
0.998815225,-3.105873789
0.999227975,-3.105845421
0.999524405,-3.10579707
0.999737297,-3.105748026
0.999890193,-3.105704999
1,-3.105670028
