eta,lift
0.000000000000000000e+00,1.297247000000000039e+00
1.010101000000000054e-02,1.283002999999999894e+00
2.020202000000000109e-02,1.278831999999999969e+00
3.030303000000000163e-02,1.280146000000000006e+00
4.040404000000000218e-02,1.281883000000000106e+00
5.050505000000000272e-02,1.280435999999999908e+00
6.060606000000000326e-02,1.277857999999999938e+00
7.070706999999999687e-02,1.274618000000000029e+00
8.080808000000000435e-02,1.271096999999999921e+00
9.090908999999999796e-02,1.268734000000000028e+00
1.010101000000000054e-01,1.267498000000000014e+00
1.111111000000000043e-01,1.266416999999999904e+00
1.212121000000000032e-01,1.265768999999999922e+00
1.313130999999999882e-01,1.264898000000000078e+00
1.414140999999999870e-01,1.263099999999999890e+00
1.515151999999999888e-01,1.261214999999999975e+00
1.616161999999999876e-01,1.258941000000000088e+00
1.717171999999999865e-01,1.256563000000000097e+00
1.818182000000000131e-01,1.254002999999999979e+00
1.919192000000000120e-01,1.251324000000000103e+00
2.020202000000000109e-01,1.248405999999999905e+00
2.121212000000000097e-01,1.245282000000000000e+00
2.222222000000000086e-01,1.241921000000000053e+00
2.323232000000000075e-01,1.238223999999999991e+00
2.424242000000000063e-01,1.234386999999999901e+00
2.525253000000000081e-01,1.230237999999999943e+00
2.626262999999999792e-01,1.226002999999999954e+00
2.727273000000000058e-01,1.221449000000000007e+00
2.828282999999999769e-01,1.216812000000000005e+00
2.929293000000000036e-01,1.211894000000000027e+00
3.030302999999999747e-01,1.206855000000000011e+00
3.131313000000000013e-01,1.201567000000000052e+00
3.232322999999999724e-01,1.196112999999999982e+00
3.333332999999999990e-01,1.190485999999999933e+00
3.434343000000000257e-01,1.184682000000000013e+00
3.535353999999999997e-01,1.178736000000000006e+00
3.636364000000000263e-01,1.172579999999999956e+00
3.737373999999999974e-01,1.166319000000000106e+00
3.838384000000000240e-01,1.159837000000000007e+00
3.939393999999999951e-01,1.153277000000000108e+00
4.040404000000000218e-01,1.146457000000000059e+00
4.141413999999999929e-01,1.139566999999999997e+00
4.242424000000000195e-01,1.132452000000000014e+00
4.343433999999999906e-01,1.125250000000000083e+00
4.444444000000000172e-01,1.117885000000000018e+00
4.545454999999999912e-01,1.110424999999999995e+00
4.646465000000000178e-01,1.102770000000000028e+00
4.747474999999999890e-01,1.094983000000000040e+00
4.848485000000000156e-01,1.087082000000000104e+00
4.949494999999999867e-01,1.079072999999999949e+00
5.050504999999999578e-01,1.070936000000000110e+00
5.151514999999999844e-01,1.062656999999999963e+00
5.252525000000000110e-01,1.054297999999999957e+00
5.353535000000000377e-01,1.045838999999999963e+00
5.454544999999999533e-01,1.037285000000000013e+00
5.555556000000000383e-01,1.028583999999999943e+00
5.656565999999999539e-01,1.019806999999999908e+00
5.757575999999999805e-01,1.010901000000000050e+00
5.858586000000000071e-01,1.001894000000000062e+00
5.959596000000000338e-01,9.926726999999999634e-01
6.060605999999999494e-01,9.833680000000000199e-01
6.161615999999999760e-01,9.738723999999999714e-01
6.262626000000000026e-01,9.643209000000000364e-01
6.363636000000000292e-01,9.546702999999999717e-01
6.464645999999999448e-01,9.449343000000000048e-01
6.565657000000000298e-01,9.349941000000000502e-01
6.666666999999999454e-01,9.249741000000000213e-01
6.767676999999999721e-01,9.147733999999999588e-01
6.868686999999999987e-01,9.044579000000000368e-01
6.969697000000000253e-01,8.939019999999999744e-01
7.070707000000000519e-01,8.832419999999999716e-01
7.171716999999999675e-01,8.723919999999999453e-01
7.272726999999999942e-01,8.613587000000000327e-01
7.373737000000000208e-01,8.500761999999999485e-01
7.474747000000000474e-01,8.385706000000000548e-01
7.575758000000000214e-01,8.268436000000000119e-01
7.676768000000000480e-01,8.148166999999999494e-01
7.777777999999999636e-01,8.026027999999999496e-01
7.878787999999999903e-01,7.898494000000000348e-01
7.979798000000000169e-01,7.769357999999999542e-01
8.080808000000000435e-01,7.633227999999999680e-01
8.181817999999999591e-01,7.495908999999999489e-01
8.282827999999999857e-01,7.347571999999999992e-01
8.383838000000000124e-01,7.196692999999999563e-01
8.484848000000000390e-01,7.036134000000000555e-01
8.585859000000000130e-01,6.867950999999999917e-01
8.686869000000000396e-01,6.690612999999999699e-01
8.787878999999999552e-01,6.494628999999999541e-01
8.888888999999999818e-01,6.291993999999999643e-01
8.989899000000000084e-01,6.060619000000000423e-01
9.090909000000000351e-01,5.822062000000000070e-01
9.191918999999999507e-01,5.554499999999999993e-01
9.292928999999999773e-01,5.268863999999999770e-01
9.393939000000000039e-01,4.967114000000000251e-01
9.494949999999999779e-01,4.623206000000000260e-01
9.595960000000000045e-01,4.234920999999999824e-01
9.696970000000000312e-01,3.721770999999999829e-01
9.797979999999999468e-01,3.144352000000000258e-01
9.898989999999999734e-01,3.029941999999999913e-01
1.000000000000000000e+00,-1.477281000000000032e-07
