x,z
-9.827562e-07,-0.00013414053
1.754081e-05,0.0004525433
5.966909e-05,0.0009353199
0.0001319827,0.001460713
0.0002406735,0.002030535
0.0003928106,0.002646215
0.0005964061,0.003308205
0.0008657,0.004014237
0.001214204,0.004760847
0.001648073,0.00554787
0.002171434,0.006376592
0.002790718,0.007247119
0.003529474,0.008147693
0.004394603,0.009078034
0.00538704,0.01004484
0.006520381,0.01104556
0.007814827,0.01206844
0.009274973,0.01312175
0.01091091,0.01421091
0.01274651,0.01532117
0.01479085,0.01646247
0.01705998,0.01763789
0.01957748,0.01883661
0.0223564,0.02007375
0.02542201,0.0213416
0.02879583,0.02264333
0.03250068,0.0239854
0.03656541,0.02536042
0.04101465,0.02677981
0.04588068,0.02823507
0.05119273,0.0297337
0.05698556,0.03126814
0.06329262,0.03284108
0.07015092,0.03444496
0.07759693,0.03607905
0.08566898,0.03773651
0.09440571,0.03941108
0.1038455,0.04109682
0.1140271,0.04278333
0.1249877,0.04446181
0.1367633,0.04612078
0.1493878,0.04774558
0.1628918,0.04932019
0.1773022,0.05082714
0.1926404,0.05225043
0.2089223,0.05357165
0.2261569,0.05477184
0.2443453,0.05583329
0.2634802,0.05674066
0.2835441,0.05749107
0.3045097,0.05808797
0.3263388,0.05851645
0.348982,0.05875919
0.3723788,0.05880076
0.3964574,0.05862615
0.4211355,0.05822116
0.4463213,0.05756806
0.4719141,0.05665255
0.4978059,0.05546711
0.5238824,0.05400762
0.5500256,0.05227983
0.5761158,0.05030192
0.602035,0.04811284
0.6276702,0.04576675
0.6529144,0.04331024
0.6776675,0.04077629
0.7018373,0.03818627
0.7253408,0.03555775
0.7481053,0.03293359
0.7700692,0.03039718
0.7911823,0.02798328
0.8114052,0.02569381
0.8307097,0.02351766
0.8490779,0.02144168
0.8665013,0.01945124
0.8829794,0.01752953
0.8985207,0.01566862
0.9131526,0.01393074
0.926884,0.01223988
0.9397375,0.01057102
0.9517431,0.008918145
0.9627833,0.007297977
0.9713078,0.005963195
0.9779183,0.004868141
0.98307,0.003972053
0.9871077,0.003240738
0.9902925,0.002643603
0.992815,0.002156056
0.9947218,0.001778344
0.9961633,0.001487137
0.997253,0.001263387
0.9980768,0.001091928
0.9986995,0.0009606706
0.9991704,0.000860747
0.9995264,0.0007848986
0.9997956,0.0007272348
0.9999991,0.00068354
0.9999992,0.0004685863
0.9999992,0.0002536326
0.9999993,3.867898e-05
0.9999993,-0.0001762747
0.9999993,-0.0003912283
0.9999994,-0.000606182
0.9999994,-0.0008211356
0.9999995,-0.001036089
0.9997921,-0.001026709
0.9995179,-0.001014349
0.9991552,-0.0009983965
0.9986755,-0.0009774852
0.9980411,-0.0009504223
0.997202,-0.0009162883
0.9960923,-0.0008728781
0.9946245,-0.0008191269
0.992683,-0.0007539915
0.990115,-0.0006778776
0.9868733,-0.0005972738
0.9827639,-0.0005203797
0.9775215,-0.0004600725
0.9707961,-0.0004423767
0.9621262,-0.0005141412
0.9509035,-0.0007493164
0.9387083,-0.001160373
0.9256641,-0.00174761
0.9117449,-0.002514852
0.8969308,-0.003499882
0.8812092,-0.004763431
0.8645658,-0.006246246
0.8469967,-0.007960673
0.8285061,-0.009928412
0.8091063,-0.01217377
0.7888192,-0.01472612
0.7676764,-0.01762085
0.7457202,-0.02089451
0.7230021,-0.02456647
0.6995824,-0.02862219
0.6755304,-0.03301325
0.6509249,-0.03765849
0.6258523,-0.04243679
0.6004068,-0.04718875
0.5746883,-0.05172358
0.5488014,-0.05585402
0.5228526,-0.0595241
0.49695,-0.06273695
0.4712017,-0.06549145
0.4457165,-0.06779806
0.4206026,-0.069683
0.395966,-0.07113957
0.3719066,-0.07211658
0.3485159,-0.0725969
0.3258732,-0.07260564
0.3040439,-0.07219785
0.2830791,-0.07144815
0.2630169,-0.07042113
0.243884,-0.0691373
0.2256972,-0.06761253
0.2084635,-0.06588174
0.1921821,-0.06398141
0.1768437,-0.06194938
0.1624326,-0.05982097
0.1489268,-0.0576269
0.1363001,-0.05539151
0.124522,-0.05313473
0.113559,-0.05087503
0.1033752,-0.04862833
0.09393338,-0.04640604
0.08519502,-0.04421969
0.07712218,-0.0420742
0.0696767,-0.03997425
0.06282029,-0.03792708
0.05651721,-0.03593077
0.05073035,-0.03399332
0.04542696,-0.03210971
0.04057215,-0.03028765
0.03613656,-0.02852065
0.0320878,-0.02681671
0.02840062,-0.02516678
0.02504538,-0.023579
0.02199976,-0.0220452
0.01924044,-0.02056581
0.01674339,-0.0191436
0.01449411,-0.01776684
0.01246744,-0.01644655
0.01064994,-0.01517392
0.009030884,-0.01394134
0.007585518,-0.01276183
0.006306816,-0.01162537
0.005189234,-0.01052506
0.00420869,-0.009473876
0.003357449,-0.00846789
0.002634418,-0.007500906
0.002029128,-0.006575652
0.001518431,-0.005700737
0.001099326,-0.00487413
0.0007675132,-0.004094651
0.0005156368,-0.003362926
0.000326132,-0.002681827
0.000187783,-0.002051914
9.264429e-05,-0.001471995
3.364951e-05,-0.0009400211
4.562094e-06,-0.0004536435
