x,z
9.607617e-06,0.0001599906
4.226109e-05,0.000540361
0.0001167038,0.001114495
0.0002303903,0.001735876
0.0003905143,0.002405457
0.0006052163,0.003123531
0.0008845863,0.003887554
0.001246795,0.004691806
0.001700099,0.005533127
0.002249208,0.006411862
0.002895739,0.007327692
0.003660229,0.008267643
0.004555473,0.009227429
0.005583113,0.01021223
0.006746207,0.01122092
0.008070513,0.0122381
0.009562152,0.01326934
0.01122437,0.01432098
0.01308205,0.01537597
0.01514638,0.01644052
0.017427,0.01751984
0.01994952,0.01859885
0.02272635,0.01968983
0.0257779,0.02078756
0.02912798,0.02188866
0.03279489,0.02300168
0.03680728,0.02411503
0.04118737,0.02523893
0.04596503,0.02636427
0.05116763,0.02749563
0.05682696,0.02862589
0.06297406,0.02975558
0.06964312,0.03087692
0.07686739,0.03198928
0.08468277,0.03308427
0.09312401,0.03415905
0.1022271,0.035206
0.1120275,0.03621744
0.1225594,0.03718774
0.1338562,0.03810695
0.1459493,0.03896522
0.1588672,0.0397518
0.1726351,0.04045375
0.1872741,0.04105834
0.2027996,0.04155364
0.2192213,0.04192513
0.2365422,0.04215726
0.2547574,0.04223229
0.2738536,0.04213475
0.2938082,0.04185619
0.3145891,0.04138722
0.3361541,0.04070979
0.3584508,0.03980558
0.3814166,0.03865808
0.4049792,0.03725202
0.4290572,0.03557505
0.4535606,0.03361501
0.4783916,0.03136787
0.5034464,0.02883526
0.5286165,0.02602192
0.5537907,0.02294077
0.5788582,0.01961447
0.6037112,0.0160635
0.628248,0.01229521
0.6523732,0.008326277
0.6759978,0.004182148
0.6990402,-0.0001064861
0.7214272,-0.004500644
0.743095,-0.00893887
0.7639899,-0.01330035
0.7840689,-0.01750754
0.8032983,-0.02153451
0.8216547,-0.02537803
0.8391239,-0.02904608
0.8557002,-0.032549
0.8713852,-0.03590067
0.886187,-0.03911515
0.9001233,-0.0421903
0.9132344,-0.04503504
0.9255205,-0.04777526
0.9370082,-0.05042221
0.9476449,-0.052961
0.9565839,-0.05517163
0.964173,-0.0571147
0.970679,-0.05883668
0.976308,-0.06037366
0.981219,-0.06175501
0.9855008,-0.06299256
0.9887369,-0.06395094
0.9911826,-0.06469041
0.9930313,-0.06525833
0.9944287,-0.06569342
0.9954851,-0.06602589
0.9962835,-0.06627988
0.9968872,-0.06647316
0.9973436,-0.06661985
0.9976886,-0.0667312
0.9976767,-0.06705749
0.9976647,-0.06738378
0.9976528,-0.06771007
0.9976408,-0.06803635
0.9976289,-0.06836264
0.9976169,-0.06868893
0.9976049,-0.06901522
0.997593,-0.06934151
0.9972393,-0.06928889
0.9967716,-0.06921983
0.996153,-0.06912897
0.9953347,-0.06901009
0.9942524,-0.06885549
0.9928208,-0.06865432
0.9909269,-0.0683953
0.9884215,-0.06806279
0.9851067,-0.06764197
0.9807205,-0.06711693
0.9756893,-0.06655694
0.9699224,-0.06596884
0.9632564,-0.06535945
0.9554806,-0.0647368
0.9463223,-0.06411415
0.9354264,-0.06351094
0.9236633,-0.06300438
0.91109,-0.06260835
0.897682,-0.06235271
0.8834189,-0.06236306
0.868284,-0.06255049
0.8522661,-0.06292877
0.8353606,-0.06352812
0.8175697,-0.06437974
0.7989035,-0.06551348
0.7793807,-0.06695041
0.7590292,-0.06869016
0.7378862,-0.07068126
0.7159981,-0.07278127
0.6934198,-0.07479542
0.6702153,-0.07661422
0.6464574,-0.07815275
0.6222267,-0.07934186
0.597611,-0.08014327
0.5727043,-0.08055551
0.5476052,-0.08060944
0.5224154,-0.08034352
0.4972387,-0.07979534
0.4721795,-0.07899669
0.447343,-0.07798585
0.4228338,-0.07681113
0.3987537,-0.07552818
0.3751991,-0.07418805
0.3522581,-0.07282986
0.3300075,-0.07148601
0.3085111,-0.07017997
0.2878195,-0.06893388
0.267971,-0.06775767
0.2489938,-0.06660111
0.2309076,-0.06536761
0.2137235,-0.06400809
0.1974445,-0.06251178
0.1820667,-0.06088618
0.1675789,-0.05915101
0.1539643,-0.05732859
0.141201,-0.05544054
0.129263,-0.05350681
0.1181214,-0.05154213
0.1077445,-0.04956235
0.09809791,-0.04758195
0.08914706,-0.04561044
0.08085666,-0.04365535
0.07319033,-0.0417247
0.06611399,-0.03981936
0.05959128,-0.03794751
0.05358962,-0.03610751
0.04807456,-0.034306
0.04301566,-0.0325402
0.03838081,-0.0308162
0.03414271,-0.02913003
0.03027105,-0.02748879
0.02674339,-0.02588508
0.02353024,-0.02432819
0.02061404,-0.0228093
0.01796904,-0.02133318
0.01557627,-0.01990016
0.01342175,-0.01850164
0.01147898,-0.01714951
0.009740562,-0.01583495
0.008193258,-0.01455308
0.006812343,-0.01331662
0.005597034,-0.0121168
0.004539097,-0.01094879
0.003611338,-0.009825299
0.002814703,-0.008743984
0.002147868,-0.007700097
0.001591994,-0.00669744
0.001130763,-0.005745376
0.0007634948,-0.004843566
0.0004853288,-0.003991481
0.0002842477,-0.003190851
0.0001422593,-0.002445547
5.037768e-05,-0.001756818
5.449144e-07,-0.001123083
-1.434411e-05,-0.0005422965
