x,z,cp
-8.5729965e-07,-0.00014018643,0.6517225
1.719839e-05,0.0004458031,0.5945843
5.878227e-05,0.0009224293,0.5489588
0.0001302378,0.00144131,0.4949012
0.0002383808,0.00200431,0.4314724
0.0003900399,0.002609809,0.3631687
0.0005930856,0.0032627,0.2840647
0.0008620682,0.003957189,0.1962292
0.001209221,0.004692496,0.1126678
0.001642331,0.005468487,0.03560055
0.002164739,0.006284438,-0.04009158
0.002783049,0.007141347,-0.1269269
0.003520616,0.008028202,-0.2151542
0.004384613,0.008944636,-0.2810666
0.005375711,0.009898924,-0.3383203
0.006508364,0.01088587,-0.4039407
0.007801191,0.01189569,-0.462151
0.009258614,0.01293356,-0.500844
0.01089304,0.01401065,-0.5376689
0.0127274,0.01510871,-0.573244
0.01477042,0.01623915,-0.596565
0.01703784,0.01740631,-0.6174502
0.01955429,0.01859651,-0.6321207
0.0223321,0.0198265,-0.6394821
0.02539671,0.02108981,-0.6469584
0.028769,0.02238499,-0.6496161
0.03247272,0.02372492,-0.6500859
0.03653569,0.02509872,-0.6507648
0.04098182,0.02651616,-0.6508333
0.04584548,0.02797344,-0.6519285
0.05115581,0.02947601,-0.6549959
0.05694711,0.03101322,-0.6595929
0.06325288,0.0325942,-0.6647726
0.07011025,0.03420672,-0.6712456
0.07755299,0.03585385,-0.6801525
0.08562391,0.03752205,-0.6903431
0.09435896,0.03919965,-0.7009455
0.1037966,0.04089195,-0.7118978
0.1139769,0.04258336,-0.7213123
0.1249379,0.0442664,-0.7304081
0.1367124,0.04592717,-0.7403185
0.1493358,0.0475518,-0.7511561
0.1628396,0.04912107,-0.7627848
0.1772484,0.05061686,-0.7747555
0.1925864,0.05202285,-0.7860574
0.2088684,0.05332619,-0.7958389
0.226106,0.05450886,-0.8030967
0.2442975,0.05555509,-0.8062729
0.263437,0.05644805,-0.8034905
0.2835045,0.05718945,-0.794213
0.3044736,0.05778354,-0.7807826
0.3263063,0.05821722,-0.7660882
0.3489532,0.05847354,-0.751432
0.3723529,0.05853541,-0.7369767
0.3964346,0.05838429,-0.7219982
0.4211155,0.05800189,-0.7052748
0.4463046,0.05736573,-0.6853028
0.4719004,0.05645963,-0.6605889
0.4977955,0.05527923,-0.6306962
0.5238754,0.05382202,-0.596116
0.5500216,0.05209732,-0.5576289
0.5761156,0.05012529,-0.5162486
0.6020404,0.04794321,-0.4731995
0.6276795,0.04560964,-0.4301864
0.6529227,0.04318531,-0.3894301
0.6776688,0.04069758,-0.3519331
0.7018291,0.03811835,-0.315
0.7253237,0.03549316,-0.2758888
0.7480799,0.0328832,-0.2353748
0.7700396,0.03036809,-0.1973231
0.7911487,0.02799864,-0.1655184
0.8113598,0.02579865,-0.1413538
0.8306542,0.02371145,-0.1222272
0.849027,0.02173088,-0.103845
0.8664519,0.01984974,-0.08648972
0.8829352,0.01801961,-0.06872436
0.8984763,0.01629109,-0.04842434
0.9131067,0.01470894,-0.03175379
0.9268302,0.01316298,-0.01785728
0.9396858,0.01168193,-0.002378864
0.9516932,0.01017616,0.01460405
0.962738,0.008627517,0.03913753
0.9712682,0.007370324,0.06600852
0.9778844,0.006335874,0.08534577
0.9830448,0.005464415,0.1031787
0.9870788,0.004799868,0.1168067
0.9902702,0.004221029,0.1264798
0.9927955,0.003759918,0.1372611
0.9947062,0.00340475,0.1446653
0.9961493,0.003128832,0.1492972
0.9972404,0.002916665,0.1535428
0.9980652,0.002753981,0.157316
0.9986883,0.002628754,0.1592648
0.9991597,0.002533888,0.1582281
0.9995162,0.002461864,0.163954
0.9997857,0.002407095,0.188762
