x,z,cp
3.962912e-06,-0.00017438954,0.58252424
6.712598e-06,0.0006339157,0.525978
5.049381e-05,0.00132172,0.4735703
0.0001389588,0.002065391,0.4120514
0.0002805896,0.002863778,0.3408695
0.000487935,0.003714785,0.2585794
0.0007789809,0.004612322,0.1703619
0.001161937,0.005555332,0.08392224
0.001639544,0.006544562,-0.001440333
0.002211025,0.00757887,-0.1021624
0.002911558,0.008641766,-0.2095578
0.003742858,0.00973543,-0.2972773
0.004703677,0.01087148,-0.3815602
0.005808299,0.01203109,-0.4705206
0.007079284,0.01323769,-0.559547
0.008508243,0.01443438,-0.6358035
0.01011786,0.01567566,-0.6975625
0.01192879,0.01695119,-0.7578851
0.01394291,0.01826033,-0.819623
0.01618212,0.01957992,-0.8787984
0.01866447,0.0209196,-0.9217891
0.02139874,0.02228585,-0.9518433
0.02442054,0.02370086,-0.9780442
0.02773717,0.02513597,-0.9989076
0.03137772,0.02661648,-1.01683
0.03536445,0.0281163,-1.030181
0.03971951,0.02965946,-1.034256
0.04447779,0.0312557,-1.035332
0.04965885,0.03289895,-1.038492
0.05530128,0.03457018,-1.042961
0.06143183,0.03628819,-1.048815
0.06808501,0.03802483,-1.054725
0.07529761,0.03980329,-1.056703
0.08310257,0.04161843,-1.0573
0.09152921,0.04346479,-1.056143
0.1006124,0.04536108,-1.05512
0.1103984,0.04726401,-1.053976
0.1209078,0.04919319,-1.050035
0.1321769,0.05114522,-1.044317
0.1442243,0.05310872,-1.036711
0.1571018,0.05509432,-1.027448
0.1708161,0.05708209,-1.016168
0.1853951,0.05908134,-1.002939
0.200845,0.06106443,-0.9874528
0.2171789,0.06303291,-0.9690219
0.234397,0.06497058,-0.9495805
0.2524937,0.0668505,-0.9299184
0.2714566,0.06865515,-0.9104753
0.2912608,0.07034052,-0.8908196
0.3118784,0.07189523,-0.8692317
0.333266,0.07329619,-0.8449285
0.3553709,0.07451954,-0.8165568
0.3781318,0.0755578,-0.7840147
0.4014783,0.07640069,-0.7492686
0.4253292,0.07703897,-0.7148329
0.449596,0.07746879,-0.6826667
0.474182,0.07767465,-0.6529849
0.4989868,0.07765322,-0.6244128
0.5239048,0.07739843,-0.5954093
0.5488272,0.07690808,-0.564876
0.5736457,0.07618842,-0.532521
0.5982555,0.07526073,-0.499737
0.6225624,0.07411551,-0.4666327
0.6464763,0.0727742,-0.4325573
0.669918,0.07121485,-0.396514
0.6928118,0.06944477,-0.356871
0.7150733,0.06748582,-0.3137292
0.7366501,0.06540424,-0.2683787
0.7574706,0.06331208,-0.2251939
0.7774704,0.06127884,-0.1892496
0.7966287,0.05931574,-0.1603884
0.8149138,0.05747377,-0.1372694
0.8323337,0.05568579,-0.1174604
0.8488666,0.05397525,-0.09812698
0.8645271,0.0523211,-0.07931768
0.8793145,0.05071618,-0.06206266
0.8932537,0.04911418,-0.04294312
0.9063612,0.0476647,-0.02322773
0.9186674,0.0463056,-0.009852785
0.9301926,0.04497123,0.003082414
0.9409116,0.04365658,0.01937566
0.9503185,0.04239957,0.03647995
0.9586247,0.04123932,0.05204709
0.9660201,0.04013142,0.06621627
0.9726364,0.03912099,0.07929564
0.9785869,0.03815838,0.09051686
0.9839141,0.03725867,0.1028466
0.9879442,0.03655613,0.1125837
0.9909897,0.03599953,0.1176466
0.9932972,0.03555908,0.12292
0.9950405,0.03523327,0.1253178
0.9963513,0.03494744,0.127295
0.9973483,0.03475156,0.1283457
0.9981023,0.03460143,0.1318036
0.9986724,0.0344872,0.1506285
0.9991035,0.03440024,0.1142243
0.9991436,0.033967,0.09057205
0.9991836,0.03353377,0.1209345
0.9992236,0.03310053,0.1219715
0.9992636,0.03266729,0.1201861
0.9993037,0.03223405,0.1326042
0.9993437,0.03180082,0.1334359
0.9993837,0.03136758,0.0271137
0.9994238,0.03093434,0.1181004
0.9989917,0.0309493,0.2741513
0.9984204,0.03096832,0.2261054
0.9976648,0.03099276,0.2169788
0.9966636,0.03103565,0.2239139
0.9953425,0.03107235,0.2222276
0.9935954,0.0311095,0.2293057
0.9912932,0.03119063,0.2372807
0.9882403,0.03123721,0.241631
0.9841962,0.03126284,0.2499073
0.9788624,0.03127059,0.2571479
0.9729008,0.03121295,0.2653374
0.9662687,0.03111413,0.2713099
0.9588655,0.03085869,0.273694
0.9505391,0.0304849,0.2772659
0.9411367,0.0299787,0.279926
0.9304149,0.0292349,0.2798642
0.9189067,0.02829684,0.2806537
0.906621,0.02715342,0.2793797
0.8935552,0.02572623,0.27072
0.8796989,0.02392421,0.2616296
0.8650292,0.02189298,0.251704
0.8495261,0.01954434,0.2381543
0.8331833,0.01688571,0.2238703
0.8160158,0.01392233,0.2067873
0.7980114,0.01059975,0.1843485
0.7792308,0.006901644,0.1547947
0.7596694,0.002879711,0.1148683
0.739363,-0.001419241,0.0661579
0.7183255,-0.005812208,0.01568163
0.6965792,-0.01009793,-0.03379093
0.6741786,-0.01417887,-0.07994964
0.6511771,-0.01796853,-0.1170877
0.6276391,-0.02137592,-0.1404718
0.6036638,-0.02434781,-0.1499066
0.5793399,-0.02691854,-0.1482188
0.5547718,-0.02913167,-0.139319
0.5300618,-0.03106398,-0.1265426
0.5053184,-0.03277398,-0.1112426
0.4806515,-0.03431391,-0.09499513
0.4561721,-0.03574084,-0.08066217
0.4319911,-0.03711653,-0.07171832
0.4082167,-0.03849302,-0.06899583
0.384943,-0.03986461,-0.07048265
0.3622533,-0.04120312,-0.07431736
0.340222,-0.0424833,-0.07978377
0.3189112,-0.04369794,-0.08784344
0.2983698,-0.04483514,-0.1019127
0.2786363,-0.04588928,-0.1246133
0.2597369,-0.04683405,-0.1497531
0.2416746,-0.04755178,-0.1703462
0.224458,-0.04799638,-0.1836618
0.2080842,-0.04815762,-0.1882201
0.192559,-0.04804937,-0.1859644
0.1778776,-0.04771011,-0.1770223
0.1640255,-0.04714958,-0.1626436
0.1509951,-0.04641379,-0.1438118
0.1387558,-0.04551735,-0.1221796
0.1272978,-0.04450641,-0.09939256
0.1165906,-0.04340243,-0.07478709
0.1066081,-0.04221308,-0.04885059
0.09730771,-0.04096451,-0.02299682
0.08866857,-0.03967058,0.003496508
0.08064606,-0.03834085,0.03224438
0.07322084,-0.03696892,0.06131215
0.06635007,-0.03558514,0.09268768
0.06000382,-0.03417703,0.1247625
0.05414819,-0.03277373,0.1556555
0.04875558,-0.03138059,0.18686
0.04379086,-0.02999457,0.2200766
0.0392289,-0.02859958,0.2550177
0.03504655,-0.02722159,0.2922775
0.03121612,-0.02584005,0.3315249
0.02771473,-0.02447083,0.3698091
0.02451688,-0.02312288,0.4097907
0.02160006,-0.02179194,0.4495997
0.01894325,-0.0204849,0.4896415
0.01653024,-0.01919693,0.5299045
0.01434329,-0.01793261,0.5683001
0.01236713,-0.0166939,0.6083779
0.01059094,-0.01547068,0.6464515
0.008991448,-0.01428126,0.6802999
0.007562434,-0.01311662,0.7137412
0.006296767,-0.01198081,0.7444179
0.005178149,-0.0108642,0.7685309
0.004193816,-0.009789877,0.7886914
0.003346416,-0.008736038,0.8043871
0.002625078,-0.007710098,0.8118138
0.002009364,-0.006725334,0.8124558
0.001495245,-0.005787116,0.8064299
0.001080158,-0.004892247,0.7925184
0.0007558196,-0.00404288,0.7724047
0.0005033265,-0.003245556,0.7475572
0.0003126822,-0.002503565,0.7184665
0.0001724093,-0.001825878,0.6850067
8.027332e-05,-0.001189358,0.648401
2.451929e-05,-0.0005948417,0.6105776
