eta,twist
7.218597e-07,-0.04617874307042307
0.020012682,-0.052670940533900965
0.040024932,-0.05288582746889562
0.060036432,-0.049423717451687256
0.08004798,-0.03281652891760144
0.10005856,-0.03513241618158767
0.120069645,-0.10135266967689122
0.14008145,-0.2148978289133366
0.16009226,-0.32931037572869226
0.18010181,-0.4398657702084868
0.20011218,-0.546678141760594
0.22012283,-0.6489584766074473
0.24013378,-0.7405022321913366
0.2601424,-0.822250121425829
0.2801506,-0.8895916110753245
0.30015787,-0.9417647379460471
0.3201644,-0.9758101495588086
0.34017015,-0.9931187005861957
0.3601741,-0.9970726886156711
0.38017684,-0.9848306392646575
0.40017852,-0.9615031844472807
0.42017826,-0.9212826937887353
0.44017646,-0.8741502353243413
0.46017373,-0.8174535029655462
0.4801686,-0.7526175983054731
0.50016326,-0.6843277950053951
0.5201567,-0.6118683381206123
0.5401489,-0.5396234152579724
0.5601418,-0.46774597079638375
0.58013296,-0.398515128823653
0.6001222,-0.3347815330455926
0.6201124,-0.27571683219284226
0.6401026,-0.22498107405788687
0.6600929,-0.18524921383297438
0.6800833,-0.15304331503648855
0.7000744,-0.13172617788960797
0.7200658,-0.12034112799174956
0.7400575,-0.11767760819952863
0.76004946,-0.12550875533954126
0.7800422,-0.14155988978245856
0.8000357,-0.16676062976256503
0.8200292,-0.19895771481036434
0.84002346,-0.2397254770437234
0.8600178,-0.2870103848542116
0.88001347,-0.3414325290420331
0.9000092,-0.40337899904448604
0.9200057,-0.46994752429270165
0.94000345,-0.5437918694483297
0.96000135,-0.6232286053194428
0.97999996,-0.7022399586429775
1.0,-0.780321414754681
