eta,twist
7.215007e-07,0.005585318497817898
0.020000707,0.001015743232340093
0.040000696,-0.0028962221854783683
0.06000068,-0.006723377197093589
0.080000654,-0.010450141333084528
0.10000065,-0.017409664667410545
0.12000065,-0.08493316840197213
0.14000066,-0.20619002014414442
0.16000058,-0.32955764714292385
0.18000057,-0.4501106129211139
0.20000058,-0.5659544419854428
0.22000058,-0.6742690523241202
0.24000058,-0.7734615365229331
0.2600005,-0.8618153833378434
0.2800005,-0.9373088358593719
0.30000052,-0.9963430387948388
0.3200005,-1.0382196520975202
0.3400005,-1.063268733286099
0.36000043,-1.0729274839591054
0.38000044,-1.0677881473557755
0.40000042,-1.0488322800575998
0.42000046,-1.0171647042736984
0.44000044,-0.9743128449331607
0.46000037,-0.9219538389415642
0.48000038,-0.8622754060827287
0.50000036,-0.796355432758314
0.52000034,-0.7270107416248044
0.5400004,-0.6552287825209562
0.5600003,-0.5832722996785736
0.5800003,-0.5134374986018244
0.60000026,-0.4465565744027075
0.62000024,-0.38452083268060266
0.64000034,-0.32889842199002517
0.66000026,-0.2799931421261954
0.68000025,-0.2390384222658187
0.7000002,-0.2063557769460053
0.72000027,-0.18138323819295868
0.74,-0.16449300255128452
0.76,-0.15459228628878685
0.78,-0.15100923773129907
0.8,-0.1536844038922606
0.82000005,-0.1619478874534492
0.84000003,-0.17549079917243365
0.86,-0.19403113774204517
0.88000005,-0.21804770571308138
0.90000004,-0.24762505391999654
0.92,-0.28286882747971676
0.94000006,-0.3244744367853641
0.96000004,-0.3730915468467144
0.98,-0.42879345675078645
1.0,-0.49389581962534035
