x,z,cp
2.8419945e-06,-9.297354e-05,0.6833907
3.419386e-06,0.0004401084,0.6295728
3.642942e-05,0.000912331,0.5792752
0.0001051784,0.001427227,0.5200318
0.0002165603,0.001987001,0.4514638
0.0003790064,0.002592986,0.374289
0.0006024785,0.003244745,0.2850802
0.0009057275,0.003938756,0.1907846
0.001296921,0.004674497,0.1024796
0.001780788,0.005451566,0.01863191
0.00235898,0.006269878,-0.07453302
0.003053688,0.0071207,-0.1740171
0.003875771,0.008002372,-0.2577471
0.004828296,0.008918748,-0.3271284
0.005914262,0.009868592,-0.4018275
0.00716002,0.01084282,-0.4755228
0.008570793,0.01184602,-0.5321848
0.01014957,0.01288294,-0.5859004
0.01192299,0.01394142,-0.6374038
0.01390092,0.01502815,-0.6757619
0.01609317,0.01614894,-0.7105869
0.01852624,0.0172913,-0.7403844
0.02121203,0.01846739,-0.7605913
0.02417036,0.01967649,-0.7771334
0.02742543,0.02091635,-0.7879056
0.03099481,0.02219495,-0.7941371
0.03490718,0.02350737,-0.7966196
0.03918502,0.02486394,-0.7958227
0.04385822,0.0262598,-0.7935802
0.04895458,0.02770445,-0.7904439
0.0545042,0.02918989,-0.7874196
0.0605402,0.03072226,-0.7835095
0.06709516,0.03230138,-0.7790084
0.07420417,0.03392806,-0.7742104
0.08190241,0.03560146,-0.7692675
0.09022369,0.03732364,-0.7646644
0.09920786,0.03909216,-0.7611433
0.1088881,0.04090222,-0.7585232
0.1193006,0.04275305,-0.7567305
0.1304769,0.04464337,-0.7567378
0.1424508,0.0465614,-0.7587218
0.1552514,0.04850578,-0.7624832
0.168906,0.05046495,-0.7681774
0.1834356,0.05242432,-0.7748547
0.198858,0.05436838,-0.780982
0.2151837,0.05628769,-0.7855151
0.2324173,0.05816908,-0.787887
0.2505548,0.05999234,-0.786851
0.2695815,0.06174699,-0.781089
0.289478,0.0634317,-0.771176
0.3102114,0.06503732,-0.759144
0.331742,0.0665439,-0.7463536
0.3540183,0.06792983,-0.7328816
0.3769795,0.06917621,-0.7183639
0.4005536,0.07026374,-0.7024604
0.42466,0.07117598,-0.6850673
0.4492103,0.07189545,-0.666299
0.4741083,0.07240362,-0.6460399
0.4992515,0.07268481,-0.6238315
0.5245328,0.07272548,-0.5989532
0.5498419,0.07251926,-0.5707557
0.5750675,0.07206861,-0.5391887
0.6000998,0.07138318,-0.5050645
0.6248348,0.07047044,-0.4691481
0.6491736,0.06935309,-0.4318999
0.6730246,0.06805556,-0.3939487
0.696306,0.06659631,-0.3555841
0.7189408,0.06500605,-0.3165128
0.74086,0.06334642,-0.2775999
0.7620134,0.061662,-0.2411404
0.7823493,0.06001792,-0.2100043
0.8018341,0.05843151,-0.1853764
0.8204398,0.0569051,-0.1656854
0.8381552,0.05543112,-0.1487159
0.8549713,0.05400607,-0.1328841
0.8708869,0.05262125,-0.1175057
0.8859121,0.0512658,-0.1024298
0.9000654,0.04994394,-0.08538491
0.9133734,0.04871617,-0.07042323
0.9258498,0.04750318,-0.05857218
0.9375205,0.04630485,-0.04433482
0.9483313,0.04511722,-0.02700703
0.9574216,0.04403755,-0.007614571
0.9651406,0.04307199,0.01106577
0.9717618,0.0421956,0.02822065
0.9774916,0.04139111,0.04440774
0.9824912,0.04065458,0.06029616
0.9868532,0.0399884,0.07573155
0.9901506,0.03946784,0.08811465
0.9926432,0.03905712,0.09726852
0.9945277,0.03874529,0.1038154
0.9959524,0.03850002,0.108687
0.9970296,0.03831164,0.1129903
0.9978439,0.03816707,0.1129987
0.9984595,0.03805673,0.1182569
0.9989251,0.03797282,0.1467296
0.999277,0.0379084,0.07166979
0.999286,0.03767527,0.02387827
0.999295,0.03744215,0.08144348
0.9993041,0.03720902,0.08769612
0.9993131,0.03697589,0.08822759
0.9993221,0.03674277,0.1005339
0.9993311,0.03650964,0.09112131
0.9993401,0.03627651,-0.03963717
0.9993491,0.03604338,0.07763345
0.9989925,0.03606567,0.2631801
0.9985208,0.03609475,0.2090084
0.9978971,0.03613284,0.2046236
0.9970721,0.03618222,0.211787
0.9959811,0.03624619,0.213591
0.9945381,0.03632745,0.2158263
0.9926295,0.03642344,0.2226103
0.9901055,0.03655104,0.231675
0.9867665,0.03670357,0.2399424
0.9823504,0.03687945,0.2484877
0.9772895,0.03705356,0.2575308
0.9714925,0.0372189,0.2661669
0.9647947,0.03735194,0.2740052
0.9569876,0.03744611,0.281109
0.9478019,0.03747371,0.2866327
0.9368847,0.03741153,0.2903801
0.925111,0.03722898,0.2952359
0.9125357,0.03693806,0.3015073
0.8991418,0.03651071,0.3029377
0.8849166,0.03584247,0.3020244
0.8698341,0.03499118,0.3020311
0.8538865,0.03392928,0.3003592
0.8370686,0.03261081,0.2974953
0.819385,0.03100796,0.2925977
0.8008469,0.02905031,0.2839305
0.7814741,0.02669987,0.2692699
0.7612924,0.02392121,0.245506
0.7403405,0.02072669,0.21329
0.7186564,0.01720853,0.1781066
0.6962969,0.01355766,0.1423927
0.6733196,0.009842558,0.1055642
0.6497914,0.006130218,0.0690008
0.625791,0.002493328,0.03407192
0.6014024,-0.001000552,0.002275714
0.5767181,-0.004296689,-0.02487006
0.5518303,-0.007351998,-0.04722621
0.5268364,-0.01015864,-0.06558244
0.5018359,-0.01271961,-0.08008592
0.4769285,-0.01503257,-0.09138447
0.4522153,-0.0171017,-0.1016371
0.4277979,-0.0189413,-0.1126865
0.4037756,-0.0205549,-0.1230779
0.3802451,-0.02190496,-0.1298289
0.3572947,-0.02296502,-0.1313119
0.3350038,-0.02373354,-0.1267668
0.3134412,-0.02423056,-0.1157977
0.2926627,-0.02449163,-0.09810122
0.2727132,-0.02455659,-0.07586174
0.2536233,-0.02449509,-0.05455613
0.2354201,-0.02439178,-0.03772939
0.2181138,-0.02428552,-0.02532714
0.2017072,-0.0241835,-0.01646093
0.1861982,-0.02408086,-0.01079245
0.1715758,-0.02397767,-0.007600851
0.1578265,-0.0238604,-0.005589954
0.1449272,-0.02371818,-0.004012473
0.132853,-0.02354102,-0.002933344
0.1215759,-0.02333419,-0.001696653
0.1110669,-0.02308569,0.0002514669
0.1012886,-0.02279746,0.002347687
0.0922086,-0.02246986,0.004731883
0.08378953,-0.02210227,0.007787584
