x,z,cp
1.8619319e-06,-9.900212e-05,0.54100114
7.717167e-06,0.0004080436,0.4751925
4.216323e-05,0.0008446127,0.4179291
0.0001093139,0.00131942,0.3524597
0.0002156894,0.001834715,0.2778776
0.0003684987,0.002390786,0.195713
0.0005770004,0.002990138,0.1022639
0.0008584185,0.003627985,0.003457903
0.001222766,0.004303214,-0.08593854
0.001676648,0.00501627,-0.1650536
0.002221935,0.005768667,-0.246834
0.002871753,0.006555653,-0.3390597
0.003646531,0.007370454,-0.4213015
0.0045501,0.008216425,-0.4790768
0.005581405,0.009098447,-0.5347559
0.006763953,0.01000783,-0.5953569
0.008111132,0.01094199,-0.6406293
0.009622641,0.01191067,-0.6750731
0.01131997,0.01290938,-0.7093631
0.01322031,0.01393387,-0.7341287
0.01532977,0.01499519,-0.7514219
0.01767347,0.01608595,-0.7659491
0.02026782,0.01720804,-0.7712009
0.02312612,0.01837332,-0.7725515
0.0262778,0.01957076,-0.7717169
0.02974018,0.02081257,-0.7673889
0.0335395,0.02209473,-0.7626794
0.0377003,0.02342183,-0.7571271
0.04225016,0.02479869,-0.7528445
0.04722009,0.02622177,-0.7497343
0.05263811,0.02769474,-0.7468368
0.05854046,0.0292222,-0.7455501
0.06495858,0.03080009,-0.745878
0.0719282,0.03242906,-0.7472642
0.07948695,0.03410538,-0.7493601
0.08766875,0.03582954,-0.7518296
0.09651461,0.03759745,-0.754724
0.1060596,0.03940905,-0.7582848
0.1163397,0.04125844,-0.763001
0.1273929,0.04314093,-0.7691309
0.1392512,0.04504848,-0.7766496
0.1519479,0.04696442,-0.7839182
0.1655109,0.04888673,-0.7898543
0.1799653,0.05080473,-0.7946312
0.1953294,0.05271138,-0.7986604
0.2116187,0.05459509,-0.8024217
0.2288393,0.05644285,-0.805785
0.2469886,0.058236,-0.807726
0.2660567,0.05995792,-0.8066462
0.286025,0.0615909,-0.8012488
0.3068644,0.06311912,-0.79142
0.328535,0.06451779,-0.7780745
0.3509871,0.06576297,-0.7624945
0.3741602,0.06683044,-0.7460369
0.3979829,0.06769627,-0.7291391
0.422374,0.06833801,-0.7108074
0.4472428,0.06873331,-0.6888385
0.4724914,0.06886763,-0.6611573
0.498015,0.06873229,-0.6273897
0.5237026,0.06832293,-0.5889484
0.5494403,0.06764313,-0.548091
0.5751125,0.06670665,-0.5068997
0.6006054,0.06553429,-0.4666231
0.6258073,0.06414858,-0.4275026
0.6506168,0.06257059,-0.3889039
0.6749384,0.06082673,-0.3501627
0.6986845,0.05894242,-0.3110494
0.7217751,0.05695154,-0.2718881
0.7441402,0.05490119,-0.2329432
0.7657188,0.05288888,-0.1970973
0.7864686,0.05093662,-0.1676771
0.8063454,0.04906444,-0.1442768
0.8253247,0.04727252,-0.124831
0.8433897,0.04556601,-0.1077135
0.8605323,0.04392771,-0.09196866
0.8767523,0.04234616,-0.07682385
0.8920575,0.04081358,-0.06115948
0.906469,0.0393565,-0.04472465
0.9200122,0.03798374,-0.03081949
0.9326958,0.03662664,-0.01816061
0.9445527,0.03527782,-0.001616238
0.9554943,0.03395742,0.0186938
