USkin thickness,LSkin thickness,FSpar thickness,RSpar thickness
0.0108064977961822,0.00891930124044369,0.0029349789892749,0.00317098231974437
0.0106846074619672,0.0107050009340448,0.00319298665917539,0.00273605610304584
0.0119460043507832,0.0149142747142246,0.00405866420049346,0.00557940670625994
0.0137433903541893,0.0139968835268413,0.00511092926035248,0.00518594206567836
0.012182925721525,0.0112065932249384,0.00427933258852154,0.00420960612746032
0.0119075027460925,0.00864852420813045,0.00425547240498701,0.00403723535263095
0.0115758082915905,0.00808193313818143,0.00425688820364525,0.00388569140237274
0.0112010688945714,0.00749555449181714,0.00420556711723352,0.00377452973596514
0.0107828184772554,0.00704352325330343,0.00413137270637881,0.00368229765742239
0.0103317263887508,0.00677166720288196,0.00404488244593711,0.00360623635943259
0.0098499850467742,0.00648535022886966,0.00393891725975855,0.00353065581682836
0.0093373869222071,0.00618201216279371,0.0038265476477744,0.00345260854988414
0.00879521496807831,0.00585985843622766,0.00370896439643494,0.00336884764788422
0.00822376778161511,0.00551741361065393,0.00359407530257569,0.00327721872789234
0.00762199047581257,0.00515549754465287,0.00348323462346194,0.00317503548380463
0.00698762678335866,0.00477092311745896,0.00335673828402421,0.00306069256173394
0.00632432828173674,0.00439861260105691,0.00321000198962337,0.00292789922715869
0.00562818949261278,0.00399766563467214,0.00304204520229163,0.00277429220262122
0.00491463744402094,0.00355459270802732,0.0028375379623175,0.00258710176234059
0.00419341058886662,0.00305933691782446,0.0025765444901084,0.00236027167201781
0.00336842226823337,0.00251012137878607,0.0022304225138524,0.00205857466413545
0.00248875370315454,0.00201247607390192,0.00175221287662691,0.00164804430352564
