USkin thickness,LSkin thickness,FSpar thickness,RSpar thickness
0.0110244870758513,0.00781611779594323,0.00354467747339491,0.00299540469641692
0.0103445415833542,0.00764918900939353,0.00320078353756965,0.00250573342110747
0.0106943426515709,0.0101225167046664,0.00356777062336648,0.00520529570645663
0.0124315103490831,0.00997069666372699,0.00417152576934985,0.00421503467992902
0.012156019231806,0.00869373719978098,0.00349821546908933,0.00335060939850531
0.0120673741767988,0.00862188548567971,0.00360566108455929,0.00324459649056131
0.011941930384217,0.00844795593883982,0.00368615975669449,0.00326691774251352
0.0117553502707959,0.00818548189345759,0.00376298754828996,0.00335225898772315
0.0115138707672622,0.00786148500383633,0.00384402589421686,0.00344302428719061
0.0112100466987627,0.00746771781471729,0.00391724238248786,0.00352320842961749
0.0108343751299493,0.00699068497277848,0.00397392820029348,0.00358430694230168
0.0103794115330626,0.0064874140722868,0.00400019709898341,0.00361566212829786
0.00984738256291248,0.00618854075035118,0.00397584891040926,0.0035910303484083
0.00923560916751423,0.0058624688832069,0.00390449904623828,0.0035271654885739
0.00854752445555915,0.00550605310261108,0.00378743830352021,0.00342783627036378
0.00779632586789606,0.00511726338850783,0.00362756585171507,0.00329998203908134
0.00700118882596426,0.00474599839962796,0.00347416509338364,0.00314474795718735
0.00617069559076116,0.00433486688961974,0.00329066647148717,0.00296414939475747
0.00537568083303872,0.00386894215135105,0.00307251340429913,0.00274184609562989
0.00453317270689737,0.00334341161187806,0.00280131898288662,0.00247575113455609
0.00357411453497103,0.00267896995489646,0.00244550953350258,0.00211196947555716
0.00250289428156839,0.00187157861567809,0.0019043448036457,0.00163938812196367
