x,z,cp
-9.629562e-07,-0.00011489962,0.49984124
1.748609e-05,0.0003764236,0.4301445
5.945379e-05,0.0007783887,0.3756867
0.0001314083,0.001215872,0.3130893
0.0002399632,0.001690451,0.241809
0.0003920628,0.002201829,0.1666609
0.0005955964,0.002753405,0.08213316
0.0008650403,0.003341292,-0.007666335
0.001213188,0.003965128,-0.08625327
0.001646858,0.004624605,-0.150661
0.002169926,0.005320934,-0.2085678
0.002788929,0.006055524,-0.2750016
0.003527268,0.006819867,-0.3393318
0.004392054,0.007614773,-0.3778004
0.005384193,0.008447438,-0.4038015
0.006517227,0.009316928,-0.4362984
0.007811212,0.01021393,-0.4630455
0.00927059,0.01114643,-0.4731162
0.01090592,0.01212281,-0.4833246
0.01274121,0.01313019,-0.4934983
0.01478506,0.01417939,-0.4950808
0.01705369,0.0152756,-0.4981726
0.01957087,0.01640793,-0.4995177
0.02234938,0.01759315,-0.4979024
0.02541469,0.01882608,-0.4991189
0.02878807,0.02010796,-0.4991315
0.0324926,0.02144988,-0.5006616
0.03655671,0.0228429,-0.5040608
0.04100471,0.02429929,-0.5086223
0.04586974,0.02581303,-0.5156852
0.05118112,0.02739022,-0.5251194
0.05697331,0.02902197,-0.5367234
0.06327989,0.03071433,-0.5497566
0.0701377,0.03245688,-0.5644952
0.07758222,0.03424945,-0.5807693
0.08565363,0.03607995,-0.5982132
0.09438933,0.03793959,-0.6161381
0.1038281,0.0398245,-0.6349482
0.114009,0.04171931,-0.6543152
0.1249696,0.04361296,-0.6745158
0.1367445,0.04548852,-0.695873
0.1493682,0.04732795,-0.7181715
0.1628719,0.04910941,-0.7409791
0.1772815,0.05080944,-0.7636748
0.1926196,0.05240486,-0.7854454
0.2089018,0.05387167,-0.8052354
0.226138,0.05518364,-0.8211827
0.2443283,0.0563191,-0.8307924
0.2634657,0.05726071,-0.8315547
0.2835319,0.05801809,-0.8231181
0.3044997,0.05860913,-0.8093636
0.3263311,0.05902162,-0.7945585
0.3489767,0.05923805,-0.7799337
0.3723756,0.05924335,-0.7649431
0.3964564,0.05902304,-0.7484943
0.4211366,0.05856493,-0.7297464
0.4463246,0.05785388,-0.7081947
0.4719195,0.05687506,-0.6831201
0.4978134,0.05561945,-0.6536268
0.523892,0.05408081,-0.6188143
0.5500369,0.05226403,-0.5782385
0.576129,0.05018598,-0.5324767
0.6020505,0.04788624,-0.4833209
0.6276878,0.04542707,-0.4338433
0.6529326,0.04286329,-0.3869789
0.677684,0.04023153,-0.343721
0.7018511,0.03754545,-0.3027855
0.7253518,0.03483402,-0.2622946
0.7481135,0.03214462,-0.2217235
0.7700759,0.02955033,-0.1835436
0.7911869,0.02708453,-0.1507707
0.8114064,0.02476229,-0.1239917
0.8307085,0.02255664,-0.1012611
0.8490774,0.02046083,-0.08001826
0.8665002,0.01846577,-0.05968269
0.882978,0.01655294,-0.0399218
0.8985182,0.01472954,-0.01903067
0.9131492,0.01304444,-0.0001797603
0.9268787,0.01142536,0.01558026
0.9397323,0.009862913,0.03244513
0.9517379,0.008337466,0.0515724
0.9627788,0.006856829,0.07377716
0.9713038,0.005665116,0.09539432
0.9779153,0.004700338,0.1119782
0.9830681,0.003916484,0.1257104
0.9871054,0.003288948,0.1372168
0.990291,0.002773415,0.1465095
0.9928137,0.002356327,0.1548867
0.9947205,0.002035943,0.1612824
0.9961622,0.001788958,0.1657345
0.997252,0.00159974,0.1690333
0.9980759,0.001455079,0.1722055
0.9986991,0.001345948,0.174386
0.99917,0.001261915,0.172888
0.9995261,0.001198181,0.1778346
0.9997953,0.001149768,0.2034827
0.9999989,0.001113101,0.1365238
0.999999,0.0009468747,0.09461669
0.9999992,0.0007806488,0.1466092
0.9999993,0.000614423,0.1514104
0.9999995,0.0004481971,0.1491131
0.9999995,0.0002904697,0.1610287
0.9999996,0.0001242443,0.1557959
0.9999998,-4.198114e-05,0.03793385
0.9999999,-0.0002082066,0.1368974
0.9997926,-0.0001982913,0.2988178
0.9995183,-0.0001852137,0.2502642
0.9991556,-0.0001682247,0.2375627
0.9986761,-0.0001543657,0.237945
0.9980417,-0.0001263733,0.2409042
0.9972026,-8.920977e-05,0.2419586
0.9960928,-4.142701e-05,0.2451088
0.9946247,1.739149e-05,0.2495484
0.9926832,9.245939e-05,0.2555813
0.9901147,0.0001852234,0.2621621
0.9868729,0.0002880409,0.2682996
0.9827637,0.0003924219,0.2745762
0.97752,0.0004927266,0.2830659
0.9707943,0.0005855227,0.2924217
0.9621242,0.0006211788,0.2990979
0.9509007,0.0005291185,0.3039815
0.9387054,0.0003015587,0.3079426
0.9256604,-0.0001017672,0.3114832
0.9117396,-0.0006730827,0.3142744
0.8969239,-0.001445629,0.3124764
0.8812018,-0.002496683,0.3085228
0.8645579,-0.003777737,0.3044836
0.8469888,-0.005322097,0.2984446
0.8284975,-0.007159913,0.2902929
0.809096,-0.009339676,0.2796025
0.7888055,-0.01189419,0.2656477
0.7676597,-0.01485576,0.246099
0.7457019,-0.01827711,0.2195254
0.722981,-0.02216137,0.186561
0.6995581,-0.02646165,0.1467992
0.6755028,-0.03112831,0.09862531
0.6508961,-0.03608458,0.04147909
0.6258244,-0.0411957,-0.0234559
0.6003804,-0.04629847,-0.09168308
0.5746634,-0.05120443,-0.1555723
0.5487776,-0.05572786,-0.2110537
0.5228302,-0.0598054,-0.2587109
0.4969294,-0.06343161,-0.2993999
0.4711832,-0.06659776,-0.3353019
0.4457002,-0.06930518,-0.3701531
0.4205887,-0.07157245,-0.404264
0.3959548,-0.07338764,-0.4316293
0.3718981,-0.07469753,-0.4456548
0.3485101,-0.07548535,-0.4443566
0.3258708,-0.0757755,-0.4307853
0.3040447,-0.07562451,-0.4120321
0.283083,-0.07510861,-0.3941844
0.263024,-0.07428778,-0.3751771
0.2438946,-0.07313699,-0.3491754
0.2257105,-0.07164096,-0.314952
