x,z
-9.583649e-08,-7.4246425e-05
1.860996e-05,0.0004639527
7.121948e-05,0.0009597644
0.0001647224,0.001499155
0.0003067341,0.00208321
0.0005058773,0.002712434
0.0007743868,0.003384805
0.001130558,0.004096416
0.001580877,0.004845377
0.002128927,0.005632382
0.002778807,0.006455262
0.00355444,0.007303295
0.004462567,0.008176724
0.005502598,0.009081265
0.006687862,0.01000782
0.00803737,0.01095123
0.009554177,0.01191944
0.01124883,0.0129088
0.01314341,0.01391155
0.01524528,0.0149376
0.01757145,0.01598069
0.02014271,0.01703876
0.02297079,0.01812191
0.02608054,0.01922026
0.02949093,0.02034134
0.03322424,0.02148367
0.03730642,0.02264677
0.04176034,0.02383632
0.04661603,0.0250475
0.05189998,0.02628572
0.05764434,0.02754653
0.06387926,0.02883269
0.07063859,0.03014088
0.07795505,0.03147185
0.08586331,0.03282375
0.0943979,0.03419449
0.1035931,0.03558316
0.1134834,0.03698584
0.1241016,0.03840016
0.1354795,0.0398218
0.147647,0.04124456
0.1606307,0.04266135
0.174454,0.04406368
0.1891357,0.04544265
0.2046893,0.0467879
0.2211223,0.04808702
0.2384355,0.04932714
0.2566221,0.05049369
0.275667,0.05157518
0.295546,0.05256446
0.3162257,0.05344851
0.3376632,0.05420939
0.3598057,0.05482992
0.3825906,0.05529511
0.4059462,0.05559214
0.4297923,0.05571115
0.4540407,0.05564238
0.4785968,0.05537664
0.5033602,0.05490637
0.5282265,0.05422632
0.5530889,0.05333706
0.5778406,0.05224614
0.6023772,0.05095799
0.6265995,0.04946903
0.6504142,0.04778609
0.6737347,0.04592583
0.6964818,0.04391115
0.7185847,0.04177245
0.739982,0.03954929
0.7606216,0.03730829
0.7804617,0.03509843
0.79947,0.03294003
0.8176236,0.03084118
0.8349084,0.02880232
0.8513188,0.02682266
0.8668563,0.02489864
0.8815286,0.02302423
0.8953502,0.0211988
0.9083548,0.0194862
0.9205616,0.01786806
0.931984,0.01628075
0.9426015,0.01473829
0.9519043,0.01332617
0.9601186,0.01202629
0.9674208,0.01082228
0.9739501,0.009702734
0.9798171,0.00865827
0.9850605,0.007690559
0.9890237,0.006936171
0.9920193,0.006351088
0.9942837,0.005899391
0.9959954,0.005552335
0.9972894,0.005286333
0.9982676,0.005082841
0.999007,0.004927454
0.9995661,0.004809397
0.9999889,0.004719684
0.9999899,0.004421596
0.999991,0.004123508
0.999992,0.00382542
0.9999931,0.003527332
0.9999941,0.003229244
0.9999952,0.002931156
0.9999962,0.002633068
0.9999973,0.00233498
0.9995674,0.002376303
0.9989989,0.002430403
0.998247,0.002501427
0.9972525,0.002593637
0.9959371,0.002713404
0.9941973,0.002867444
0.991896,0.003064694
0.988852,0.003313244
0.9848252,0.003622442
0.9794983,0.003997584
0.9735387,0.004372461
0.9669079,0.004736111
0.9594945,0.005080114
0.9511584,0.005394054
0.9417224,0.005665022
0.9309601,0.005878205
0.9193916,0.006005703
0.9070416,0.006042868
0.893893,0.005896322
0.8799258,0.005559297
0.86512,0.005068509
0.8494646,0.004400549
0.832955,0.003522839
0.8155929,0.002400677
0.7973872,0.0009983348
0.778355,-0.000714153
0.7585223,-0.002748126
0.7379236,-0.005067471
0.7166011,-0.007550505
0.6946052,-0.01004165
0.6719946,-0.0124733
0.6488364,-0.0147968
0.6252048,-0.01697549
0.6011812,-0.0189936
0.5768528,-0.02085807
0.5523111,-0.02259136
0.5276508,-0.0241991
0.5029683,-0.0256737
0.4783606,-0.02700136
0.4539261,-0.02817145
0.4297636,-0.02918092
0.405971,-0.03002638
0.3826426,-0.03067901
0.3598669,-0.0311143
0.3377234,-0.03132773
0.3162803,-0.0313312
0.2955938,-0.03115204
0.2757078,-0.0308214
0.2566556,-0.03038764
0.2384608,-0.02992719
0.2211384,-0.02947828
0.204695,-0.02905144
0.1891301,-0.02864074
0.1744363,-0.02823809
0.1605998,-0.0278349
0.147602,-0.02742376
0.1354199,-0.02699767
0.1240271,-0.02655043
0.1133942,-0.02607912
0.1034895,-0.02558223
0.09428022,-0.02505769
0.08573211,-0.02450634
0.07781127,-0.02392581
0.07048372,-0.02331629
0.06371481,-0.0226798
0.05747253,-0.02201438
0.05172292,-0.02132537
0.04643655,-0.02060971
0.04158114,-0.01987458
0.03713022,-0.01911696
0.03305349,-0.01834503
0.02932785,-0.01755618
0.02592606,-0.01675627
0.02282664,-0.0159474
0.02000894,-0.01512726
0.01744902,-0.01430662
0.01513403,-0.01347827
0.0130412,-0.01264963
0.01115597,-0.01182476
0.00946982,-0.01099519
0.007959021,-0.01017312
0.006616293,-0.009359482
0.0054376,-0.008546786
0.004400637,-0.007744864
0.003496881,-0.006960649
0.002726961,-0.006188249
0.002080987,-0.005428648
0.001536078,-0.004695544
0.001090682,-0.003990361
0.0007410644,-0.003312862
0.0004787823,-0.002665541
0.0002844768,-0.002054783
0.0001475918,-0.001483942
5.951187e-05,-0.0009532471
1.258948e-05,-0.0004622992
