x,z
-1.0035944e-06,-0.000115368224
1.761102e-05,0.0003771112
5.981378e-05,0.0007790549
0.000132208,0.00121621
0.0002409857,0.001690199
0.000393216,0.00220239
0.0005969109,0.002753429
0.0008663099,0.00334175
0.001214924,0.003964965
0.001648907,0.004623639
0.002172387,0.005319661
0.002791795,0.006054026
0.003530676,0.006817898
0.004395933,0.007612191
0.005388499,0.008443755
0.006521972,0.009311787
0.007816551,0.01020775
0.009276829,0.01114004
0.0109129,0.0121148
0.01274864,0.01312094
0.0147931,0.01416847
0.01706237,0.0152616
0.01958,0.01639239
0.02235905,0.01757546
0.02542478,0.01880542
0.02879873,0.02008629
0.03250371,0.02142499
0.03656856,0.02281579
0.04101792,0.02426987
0.04588407,0.02577993
0.05119624,0.02735321
0.05698918,0.02898257
0.06329634,0.03067012
0.07015474,0.03240785
0.07760085,0.03419384
0.08567299,0.03601976
0.09440981,0.0378774
0.1038497,0.03975832
0.1140313,0.04164918
0.124992,0.0435377
0.1367677,0.04540841
0.1493922,0.04724204
0.1628963,0.04901738
0.1773067,0.05071118
0.1926449,0.05230118
0.2089269,0.05376239
0.2261615,0.05506944
0.24435,0.05619988
0.2634848,0.05713852
0.2835488,0.05789341
0.3045144,0.05848342
0.3263435,0.05889537
0.3489868,0.05911195
0.3723836,0.0591182
0.3964621,0.0589002
0.4211403,0.05844557
0.446326,0.05773898
0.4719189,0.05676604
0.4978106,0.05551732
0.5238871,0.05398695
0.5500302,0.05217931
0.5761204,0.05011164
0.6020395,0.04782382
0.6276746,0.045374
0.6529187,0.0428132
0.6776716,0.04017879
0.7018413,0.0374965
0.7253446,0.03478824
0.7481089,0.03209722
0.7700727,0.02950013
0.7911856,0.02702955
0.8114083,0.02468907
0.8307127,0.0224708
0.8490807,0.02036494
0.8665039,0.01836006
0.8829817,0.01644265
0.8985229,0.01460654
0.9131546,0.0129035
0.9268858,0.0112687
0.9397392,0.009681243
0.9517445,0.008135915
0.9627846,0.006648009
0.9713088,0.005442778
0.9779192,0.004467782
0.9830709,0.003679105
0.9871085,0.003041417
0.9902932,0.002524685
0.9928156,0.002105442
0.9947224,0.00178224
0.9961638,0.001534004
0.9972535,0.001343841
0.9980773,0.001198465
0.9987001,0.001087394
0.9991709,0.001002946
0.9995269,0.0009388983
0.9997961,0.0008902481
0.9999996,0.0008534009
0.9999996,0.0006871727
0.9999997,0.0005209444
0.9999997,0.0003547162
0.9999997,0.0001884879
0.9999997,2.225966e-05
0.9999997,-0.0001439686
0.9999997,-0.0003101969
0.9999997,-0.0004764251
0.9997924,-0.0004663214
0.9995181,-0.0004529948
0.9991554,-0.0004356763
0.9986758,-0.00041292
0.9980414,-0.000383289
0.9972023,-0.0003453968
0.9960926,-0.0002966501
0.9946247,-0.0002350682
0.9926833,-0.0001583457
0.9901153,-6.488373e-05
0.9868736,4.066354e-05
0.9827642,0.0001539636
0.9775217,0.0002673965
0.9707963,0.0003629741
0.9621264,0.000405357
0.9509036,0.0003348315
0.9387083,0.0001152436
0.925664,-0.0002627962
0.9117446,-0.0008108477
0.8969303,-0.001570245
0.8812084,-0.002604516
0.8645647,-0.003876774
0.8469952,-0.005411373
0.8285042,-0.00724216
0.809104,-0.009406378
0.7888163,-0.01194583
0.7676729,-0.01490539
0.7457161,-0.01832349
0.7229973,-0.02220643
0.6995767,-0.02651119
0.675524,-0.03118072
0.6509176,-0.03613344
0.6258441,-0.04124697
0.6003977,-0.04635994
0.5746784,-0.05127885
0.5487905,-0.05581279
0.5228408,-0.05989909
0.4969375,-0.06353286
0.4711885,-0.06670483
0.4457026,-0.06941729
0.4205883,-0.07168896
0.3959513,-0.07350769
0.3718918,-0.07482
0.3485011,-0.07560807
0.3258584,-0.0758977
0.3040293,-0.07574555
0.2830648,-0.07522845
0.263003,-0.07440667
0.2438705,-0.0732548
0.2256841,-0.07175554
0.208451,-0.06994182
0.19217,-0.06786281
0.1768321,-0.06557419
0.1624215,-0.0631295
0.1489162,-0.0605761
0.13629,-0.05795277
0.1245124,-0.0552918
0.1135499,-0.05262208
0.1033665,-0.04996818
0.09392517,-0.04734862
0.08518724,-0.04478071
0.07711482,-0.04227403
0.06966974,-0.03983701
0.06281373,-0.03747951
0.05651102,-0.03520188
0.05072452,-0.03301312
0.04542147,-0.03090932
0.04056699,-0.02889784
0.03613172,-0.02697241
0.03208327,-0.02513955
0.02839638,-0.02338997
0.02504142,-0.02172943
0.02199607,-0.02014897
0.019237,-0.01864711
0.01674021,-0.0172241
0.01449116,-0.01586778
0.01246473,-0.01458527
0.01064744,-0.0133669
0.009028595,-0.01220422
0.00758343,-0.01110577
0.00630492,-0.01006124
0.005187523,-0.009063159
0.004207155,-0.008120047
0.003356083,-0.007226937
0.002633212,-0.006377351
0.002028074,-0.005571981
0.00151752,-0.004816034
0.00109855,-0.004106764
0.0007668636,-0.003442173
0.0005151049,-0.002821772
0.0003257091,-0.002246753
0.0001874603,-0.001716757
9.24135e-05,-0.001230191
3.350253e-05,-0.0007848731
4.491352e-06,-0.0003784777
