x,z
6.085152e-08,-2.2413638e-05
1.673383e-05,0.00048484
7.090673e-05,0.001002665
0.0001698058,0.00156533
0.000321519,0.002173607
0.0005351674,0.002827578
0.0008253469,0.003524607
0.001209292,0.004259899
0.001691972,0.005031836
0.002275654,0.005841536
0.002970052,0.006684718
0.003796584,0.007550832
0.004757633,0.008442431
0.005853495,0.009365402
0.007105181,0.01030571
0.008522976,0.0112639
0.01010968,0.01224935
0.01188457,0.01325027
0.0138617,0.01426712
0.01604944,0.01530909
0.01846994,0.01636399
0.02113775,0.01743845
0.02406873,0.01853609
0.027287,0.01964912
0.03080963,0.02078769
0.03466237,0.02194401
0.03886727,0.02312508
0.04345067,0.02432836
0.04843952,0.02555536
0.0538622,0.02680556
0.05974882,0.02807824
0.06613045,0.02937166
0.07303893,0.03068557
0.08050736,0.03201677
0.08856848,0.03336539
0.0972562,0.03472718
0.1066033,0.03610069
0.1166426,0.03748233
0.1274056,0.0388677
0.1389218,0.04025267
0.1512189,0.04163042
0.1643216,0.04299307
0.1782506,0.04433158
0.1930219,0.04563754
0.2086464,0.04689939
0.225129,0.04810392
0.2424676,0.04923677
0.2606528,0.05028218
0.2796669,0.05122789
0.2994834,0.05206326
0.3200671,0.05277199
0.3413733,0.05333711
0.3633481,0.05374413
0.3859284,0.05398249
0.4090423,0.05404616
0.4326103,0.0539335
0.4565457,0.05364317
0.4807556,0.05317224
0.5051423,0.05251867
0.5296046,0.05168266
0.5540397,0.05066957
0.5783448,0.04948986
0.6024201,0.04814093
0.6261711,0.04661638
0.6495089,0.0449211
0.6723514,0.04306933
0.6946239,0.04108084
0.7162596,0.03898256
0.7372008,0.03681835
0.7573986,0.0346753
0.7768142,0.03260923
0.7954173,0.03063622
0.8131871,0.02875599
0.8301108,0.02696006
0.8461835,0.02523951
0.8614074,0.02358497
0.8757905,0.02198645
0.8893469,0.02043913
0.9021,0.01896081
0.9140938,0.01765841
0.925326,0.01638914
0.9358069,0.01515365
0.9453745,0.01397709
0.9541295,0.01285447
0.9621553,0.01178194
0.9695221,0.01075497
0.9762904,0.009772129
0.9824475,0.008841317
0.9871012,0.008112586
0.9906187,0.007545873
0.9932775,0.007107011
0.9952874,0.006769021
0.9968068,0.006509452
0.9979553,0.006310642
0.9988236,0.006158395
0.99948,0.006042576
0.9999763,0.005954502
0.9999789,0.005540734
0.9999814,0.005126966
0.9999839,0.004713197
0.9999864,0.004299429
0.9999889,0.00388566
0.9999915,0.003471892
0.999994,0.003058124
0.9999965,0.002644355
0.9994925,0.002679264
0.998826,0.002724754
0.9979445,0.002784137
0.9967785,0.002860406
0.9952363,0.002958536
0.9931964,0.003082524
0.9904981,0.003237938
0.9869288,0.003427934
0.982207,0.003652521
0.9759604,0.003904937
0.9690948,0.004125438
0.9616239,0.00430087
0.9534874,0.004420731
0.9446155,0.004475001
0.9349254,0.004455474
0.9243177,0.004352041
0.9129588,0.004159676
0.9008418,0.003857312
0.8879549,0.003302287
0.8742704,0.00261032
0.8597714,0.001783952
0.8444471,0.0008102672
0.8282923,-0.0003284653
0.8113079,-0.001651132
0.7935019,-0.003176674
0.7748897,-0.004919952
0.7554953,-0.006883377
0.7353507,-0.009037861
0.714495,-0.01129835
0.6929753,-0.0135467
0.6708469,-0.01571596
0.6481729,-0.01775473
0.6250233,-0.01962166
0.6014752,-0.0212946
0.5776117,-0.0227736
0.5535201,-0.02407832
0.5292907,-0.02523
0.5050162,-0.02624305
0.4807901,-0.02712655
0.4567072,-0.02789168
0.4328632,-0.02855518
0.4093534,-0.02913694
0.3862702,-0.02962729
0.3637011,-0.02999787
0.3417252,-0.03023189
0.320412,-0.03032548
0.299819,-0.03028816
0.2799924,-0.03013673
0.2609676,-0.02988958
0.2427706,-0.02959282
0.2254189,-0.02928572
0.208922,-0.02898155
0.193282,-0.02867702
0.1784942,-0.02836515
0.1645478,-0.02803888
0.1514264,-0.02769178
0.1391099,-0.02731785
0.1275739,-0.02691293
0.1167912,-0.02647438
0.1067324,-0.02600083
0.09736596,-0.02549259
0.08865932,-0.02495133
0.08058016,-0.02437481
0.07309488,-0.02376654
0.06617109,-0.02312525
0.05977608,-0.02245446
0.05387818,-0.02175532
0.04844681,-0.02103028
0.04345197,-0.02028187
0.0388654,-0.01951304
0.03465972,-0.0187258
0.03080866,-0.01792527
0.02728894,-0.0171097
0.02407522,-0.01628854
0.02114939,-0.01545546
0.01848714,-0.01462116
0.01607254,-0.01378341
0.01388914,-0.0129404
0.01191568,-0.01210471
0.0101438,-0.01126739
0.008558086,-0.01043091
0.007140728,-0.009607034
0.005888921,-0.008786058
0.004790866,-0.007969461
0.003826941,-0.007172365
0.002997822,-0.006387797
0.002300358,-0.005613194
0.001712072,-0.004862082
0.001225595,-0.004138701
0.0008387362,-0.003441954
0.0005460721,-0.002773777
0.0003292309,-0.002141019
0.0001747839,-0.00154794
7.368303e-05,-0.000995274
1.78639e-05,-0.0004830112
