eta,lift
0.00E+00,1.451745132
2.00E-02,1.426091878
4.00E-02,1.415934231
6.00E-02,1.405916657
8.00E-02,1.410826225
1.00E-01,1.431844221
1.20E-01,1.457008385
1.40E-01,1.472988412
1.60E-01,1.482525067
1.80E-01,1.485603177
2.00E-01,1.483593126
2.20E-01,1.478125599
2.40E-01,1.469652333
2.60E-01,1.458076444
2.80E-01,1.442175792
3.00E-01,1.4252421
3.20E-01,1.403258767
3.40E-01,1.377386065
3.60E-01,1.346491736
3.80E-01,1.310776552
4.00E-01,1.271645915
4.20E-01,1.22973599
4.40E-01,1.18680353
4.60E-01,1.141258937
4.80E-01,1.097000334
5.00E-01,1.05423141
5.20E-01,1.0126042
5.40E-01,0.972348307
5.60E-01,0.932978028
5.80E-01,0.893377678
6.00E-01,0.853169993
6.20E-01,0.812511507
6.40E-01,0.771300664
6.60E-01,0.729941695
6.80E-01,0.689021154
7.00E-01,0.648703746
7.20E-01,0.609859558
7.40E-01,0.573077716
7.60E-01,0.540349011
7.80E-01,0.51108782
8.00E-01,0.485514759
8.20E-01,0.463163499
8.40E-01,0.443512619
8.60E-01,0.426071628
8.80E-01,0.409130466
9.00E-01,0.39117669
9.20E-01,0.369679527
9.40E-01,0.340677939
9.60E-01,0.294176762
9.80E-01,0.210627021
1.00E+00,0
