eta,twist
7.1836985e-07,0.12221419013097974
0.019936562,0.12313434495194381
0.0398721,0.11175829026268916
0.059820324,0.09178278921127522
0.07976889,0.02617658626241412
0.09972224,-0.03785670492418692
0.11967295,-0.1640859217242302
0.13962033,-0.359922752106628
0.15957202,-0.5684476995220307
0.1795274,-0.7833091555341211
0.19948283,-0.9971439249807507
0.21943359,-1.2063454945389955
0.23939037,-1.4108753611635603
0.25934994,-1.6082170427001552
0.27931336,-1.7981654032599057
0.29927945,-1.974131558418316
0.31924814,-2.137762103699928
0.3392205,-2.289678210433436
0.35919726,-2.4278109848361966
0.3791784,-2.5575293866640743
0.39916348,-2.674782549652638
0.41915348,-2.7820924053278904
0.43914822,-2.8887330286915702
0.4591476,-2.9777913676038463
0.47915313,-3.070291325049417
0.49916214,-3.1520845470418237
0.51917523,-3.2331675656003007
0.5391924,-3.310683431307139
0.55921143,-3.385078172163213
0.57923573,-3.4630387401488623
0.59926456,-3.539473243078728
0.6192933,-3.619156171972662
0.6393246,-3.7040603894508255
0.65935767,-3.7778869111065405
0.679392,-3.8664757103811693
0.6994273,-3.955197814670945
0.71946275,-4.045925439118466
0.7395002,-4.139641110563289
0.7595376,-4.226760915720857
0.7795752,-4.318469635844276
0.799613,-4.402602164987856
0.8196519,-4.4893344963692385
0.8396902,-4.562891735046179
0.8597295,-4.634318046941211
0.8797696,-4.703650194660865
0.8998082,-4.759390070910513
0.91984755,-4.824258917938776
0.93988687,-4.872444517887532
0.95992494,-4.936858069368851
0.97996336,-5.0045418198476606
1.0,-5.0643166713921905
