eta,twist
0,0.0668387
0.01010101,0.06203186
0.02020202,0.05645106
0.03030303,0.04786276
0.04040404,0.03394802
0.05050505,-0.03489556
0.06060606,-0.1037606
0.07070707,-0.1687145
0.08080808,-0.2666895
0.09090909,-0.339838
0.1010101,-0.4332125
0.1111111,-0.5342096
0.1212121,-0.6326566
0.1313131,-0.7282373
0.1414141,-0.8253048
0.1515152,-0.9241768
0.1616162,-1.024857
0.1717172,-1.118763
0.1818182,-1.21351
0.1919192,-1.302372
0.2020202,-1.388043
0.2121212,-1.472205
0.2222222,-1.551726
0.2323232,-1.632039
0.2424242,-1.690058
0.2525253,-1.749231
0.2626263,-1.800255
0.2727273,-1.849624
0.2828283,-1.885039
0.2929293,-1.904463
0.3030303,-1.922684
0.3131313,-1.939551
0.3232323,-1.956776
0.3333333,-1.950937
0.3434343,-1.944167
0.3535354,-1.937716
0.3636364,-1.933995
0.3737374,-1.92129
0.3838384,-1.900353
0.3939394,-1.877845
0.4040404,-1.866007
0.4141414,-1.853893
0.4242424,-1.829821
0.4343434,-1.807692
0.4444444,-1.790113
0.4545455,-1.779765
0.4646465,-1.769388
0.4747475,-1.76777
0.4848485,-1.760541
0.4949495,-1.756167
0.5050505,-1.748476
0.5151515,-1.761052
0.5252525,-1.77241
0.5353535,-1.771479
0.5454545,-1.774496
0.5555556,-1.785809
0.5656566,-1.807408
0.5757576,-1.811284
0.5858586,-1.816531
0.5959596,-1.822357
0.6060606,-1.842026
0.6161616,-1.886087
0.6262626,-1.894212
0.6363636,-1.89005
0.6464646,-1.886582
0.6565657,-1.877537
0.6666667,-1.884964
0.6767677,-1.880074
0.6868687,-1.875643
0.6969697,-1.866846
0.7070707,-1.889429
0.7171717,-1.900639
0.7272727,-1.919216
0.7373737,-1.930081
0.7474747,-1.961573
0.7575758,-1.986934
0.7676768,-2.035579
0.7777778,-2.071805
0.7878788,-2.115552
0.7979798,-2.158938
0.8080808,-2.228284
0.8181818,-2.283392
0.8282828,-2.345999
0.8383838,-2.3997
0.8484848,-2.464834
0.8585859,-2.537927
0.8686869,-2.621036
0.8787879,-2.695053
0.8888889,-2.769579
0.8989899,-2.860795
0.9090909,-2.946488
0.9191919,-3.035567
0.9292929,-3.118779
0.9393939,-3.207673
0.9494949,-3.31004
0.959596,-3.41971
0.969697,-3.534632
0.979798,-3.661828
0.989899,-3.811719
1,-4.664297
