eta,lift
0,1.351126
0.01010101,1.354714
0.02020202,1.36483
0.03030303,1.371516
0.04040404,1.372739
0.05050505,1.372778
0.06060606,1.372198
0.07070707,1.371197
0.08080808,1.36823
0.09090909,1.365138
0.1010101,1.364364
0.1111111,1.364332
0.1212121,1.364003
0.1313131,1.363364
0.1414141,1.362401
0.1515152,1.360267
0.1616162,1.357958
0.1717172,1.354406
0.1818182,1.350475
0.1919192,1.34596
0.2020202,1.340891
0.2121212,1.335603
0.2222222,1.329809
0.2323232,1.323922
0.2424242,1.317717
0.2525253,1.311352
0.2626263,1.305081
0.2727273,1.298639
0.2828283,1.292271
0.2929293,1.285833
0.3030303,1.279368
0.3131313,1.272848
0.3232323,1.26618
0.3333333,1.259531
0.3434343,1.252669
0.3535354,1.245744
0.3636364,1.238611
0.3737374,1.231284
0.3838384,1.223577
0.3939394,1.215739
0.4040404,1.207406
0.4141414,1.198969
0.4242424,1.19001
0.4343434,1.180879
0.4444444,1.17114
0.4545455,1.161052
0.4646465,1.150509
0.4747475,1.139471
0.4848485,1.128224
0.4949495,1.116518
0.5050505,1.10471
0.5151515,1.092351
0.5252525,1.07998
0.5353535,1.067017
0.5454545,1.054005
0.5555556,1.04063
0.5656566,1.02712
0.5757576,1.013345
0.5858586,0.9993962
0.5959596,0.9852838
0.6060606,0.9709679
0.6161616,0.9567486
0.6262626,0.9425321
0.6363636,0.9284841
0.6464646,0.9145562
0.6565657,0.9006424
0.6666667,0.8866065
0.6767677,0.872488
0.6868687,0.8580008
0.6969697,0.8433202
0.7070707,0.827892
0.7171717,0.8122917
0.7272727,0.7959827
0.7373737,0.7794562
0.7474747,0.7621316
0.7575758,0.7445219
0.7676768,0.7261052
0.7777778,0.7073497
0.7878788,0.6878977
0.7979798,0.6679379
0.8080808,0.6473075
0.8181818,0.6261802
0.8282828,0.6047325
0.8383838,0.5825598
0.8484848,0.5602833
0.8585859,0.5369762
0.8686869,0.5138061
0.8787879,0.4895302
0.8888889,0.465316
0.8989899,0.4399742
0.9090909,0.41414
0.9191919,0.3876448
0.9292929,0.3603144
0.9393939,0.3332005
0.9494949,0.3048111
0.959596,0.2740394
0.969697,0.2370387
0.979798,0.1924454
0.989899,0.132671
1,0.00000004390504
